Player,Hall of Fame,Logreg Pred,DTree Pred,RFC Pred,ETC Pred,GBC Pred,SVC Pred,Correct Models (out of 6),Mean Confidence in Prediction,Mean Adjusted Prediction Score
Rick Mahler,0,0,0,0,0,0,0,6,0.993350972757983,0.9869438577570278
Bill Hands,0,0,0,0,0,0,0,6,0.9925753021261435,0.9854107665605505
Johnny Allen,0,0,0,0,0,0,0,6,0.9625791791532349,0.9271096408568519
Bill Lee (leebi03),0,0,0,0,0,0,0,6,0.9925237114640265,0.9852684549128221
Fred Norman,0,0,0,0,0,0,0,6,0.9917808896434734,0.9837765246132527
Bobby Shantz,0,0,0,0,0,0,0,6,0.985096377943013,0.9706478879692231
Randy Jones,0,0,0,0,0,0,0,6,0.9940386154712076,0.9882540958890654
Bob Veale,0,0,0,0,0,0,0,6,0.9629078840582591,0.9284764652693157
Brad Penny,0,0,0,0,0,0,0,6,0.9923247957370869,0.9848728918065365
Jack Lynch,0,0,0,0,0,0,0,6,0.9885649903104784,0.977432634371404
Tom Browning,0,0,0,0,0,0,0,6,0.9928018458204156,0.9858336383366676
Chuck Stobbs,0,0,0,0,0,0,0,6,0.993544383246416,0.9873111624968826
Zane Smith,0,0,0,0,0,0,0,6,0.9930710470060973,0.9864078691297703
Kirk Rueter,0,0,0,0,0,0,0,6,0.9933375699744986,0.9868748499898565
Luther Taylor,0,0,0,0,0,0,0,6,0.9925018318309974,0.9852671001857699
Darren Oliver,0,0,0,0,0,0,0,6,0.993137943792294,0.9864859232829192
George Earnshaw,0,0,0,0,0,0,0,6,0.9921615384558639,0.9845578631362422
Pat Malone,0,0,0,0,0,0,0,6,0.9927577165890321,0.9857039222962148
George Blaeholder,0,0,0,0,0,0,0,6,0.9954585340578145,0.9910273387192556
Preacher Roe,0,0,0,0,0,0,0,6,0.9827989743268901,0.9661988000469122
Barney Pelty,0,0,0,0,0,0,0,6,0.9838176247418035,0.9680862992329476
Harry Brecheen,0,0,0,0,0,0,0,6,0.9016549097810388,0.8211401614188306
John Smiley,0,0,0,0,0,0,0,6,0.9910113636677869,0.9822631621017112
Jim Tobin,0,0,0,0,0,0,0,6,0.9925490037551685,0.9852763729402456
Ray Culp,0,0,0,0,0,0,0,6,0.9915767713412477,0.9834389443889192
José DeLeón,0,0,0,0,0,0,0,6,0.9922545403853332,0.9848472294553385
Ramón Martínez,0,0,0,0,0,0,0,6,0.9898359153059039,0.979966032938691
Scott Stratton,0,0,0,0,0,0,0,6,0.9935729717717519,0.987362198316421
Jim Scott,0,0,0,0,0,0,0,6,0.9738769579497202,0.9488542904598102
Billy Rhines,0,0,0,0,0,0,0,6,0.9924925362141005,0.9852019252617481
Denny Neagle,0,0,0,0,0,0,0,6,0.9927450289632006,0.9857401422433746
Jack McDowell,0,0,0,0,0,0,0,6,0.9884733031396465,0.9773548819989905
Fred Frankhouse,0,0,0,0,0,0,0,6,0.9949495602312907,0.9900332576612106
Ricky Nolasco,0,0,0,0,0,0,0,6,0.9919139181746098,0.9840812471096427
Denny McLain,0,0,0,0,0,0,0,6,0.9322547584691914,0.884647107624628
Bob Ojeda,0,0,0,0,0,0,0,6,0.9936087282732665,0.9874161361010231
Larry Cheney,0,0,0,0,0,0,0,6,0.9862993916143461,0.9730127881741722
Ray Herbert,0,0,0,0,0,0,0,6,0.9926028360293874,0.9854648950840335
José Rijo,0,0,0,0,0,0,0,6,0.9698174793548482,0.9413926194723753
Ray Benge,0,0,0,0,0,0,0,6,0.9938042341028349,0.9878202728803834
Dick Drago,0,0,0,0,0,0,0,6,0.9921846349912428,0.9846251557160155
Egyptian Healy,0,0,0,0,0,0,0,6,0.9947976360893368,0.9897371755559973
Shane Rawley,0,0,0,0,0,0,0,6,0.9932516781372588,0.9867213142511964
Ubaldo Jiménez,0,0,0,0,0,0,0,6,0.9913647817624277,0.9830252989677506
Sid Fernandez,0,0,0,0,0,0,0,6,0.9515664699223482,0.9075422831020411
Jarrod Washburn,0,0,0,0,0,0,0,6,0.992898514211905,0.9860823400633132
Richard Dotson,0,0,0,0,0,0,0,6,0.99304450394576,0.9863437220933352
Alex Kellner,0,0,0,0,0,0,0,6,0.9931663116740052,0.9865711100364641
Ralph Terry,0,0,0,0,0,0,0,6,0.9872529961244213,0.9748653161017814
Jim Maloney,0,0,0,0,0,0,0,6,0.9626561091979223,0.9278301256544408
Geoff Zahn,0,0,0,0,0,0,0,6,0.994218520991805,0.9886081627592554
Billy Hoeft,0,0,0,0,0,0,0,6,0.9921351708243944,0.9845230899312168
Mort Cooper,0,0,0,0,0,0,0,6,0.9415159178101159,0.8908609276367363
Lefty Leifield,0,0,0,0,0,0,0,6,0.9692491599380829,0.9406303951261292
Jeff Weaver,0,0,0,0,0,0,0,6,0.9933516191198587,0.9869520978462366
Dennis Lamp,0,0,0,0,0,0,0,6,0.99310200429277,0.9864729218311031
Mike Leake,0,0,0,0,0,0,0,6,0.9929836180267634,0.9862151790792982
Ismael Valdéz,0,0,0,0,0,0,0,6,0.9930718499401654,0.9863949029663552
Mark Portugal,0,0,0,0,0,0,0,6,0.9927045749705187,0.9857007090450515
Jim Bagby (bagbyji01),0,0,0,0,0,0,0,6,0.979191934641121,0.9592361655840609
Vic Raschi,0,0,0,0,0,0,0,6,0.9780315991993221,0.9566997933774898
Joe Shaute,0,0,0,0,0,0,0,6,0.9949064179776291,0.9899510039898859
Joe Oeschger,0,0,0,0,0,0,0,6,0.9937394013230114,0.987692615378491
Billy O'Dell,0,0,0,0,0,0,0,6,0.9867995999275107,0.9740719186376389
Yovani Gallardo,0,0,0,0,0,0,0,6,0.9915516694397307,0.9833504717786051
Brett Tomko,0,0,0,0,0,0,0,6,0.9943956342163701,0.9889635940164374
Jack Scott,0,0,0,0,0,0,0,6,0.9931143305786693,0.9864125064260242
Francisco Liriano,0,0,0,0,0,0,0,6,0.990263410326643,0.9808577590079937
Johnny Schmitz,0,0,0,0,0,0,0,6,0.9933600319731357,0.986960995985406
Andy Ashby,0,0,0,0,0,0,0,6,0.9929253867170971,0.9861280962979001
Jason Hammel,0,0,0,0,0,0,0,6,0.9931456388708811,0.9865583392763956
Jim Rooker,0,0,0,0,0,0,0,6,0.9924953361270932,0.985282765351413
Bruce Kison,0,0,0,0,0,0,0,6,0.9923086737029566,0.9849271278661105
Rich Gossage,1,1,0,0,1,0,0,2,0.8192644304218296,-0.9985244748208585
Reggie Cleveland,0,0,0,0,0,0,0,6,0.9926390793157651,0.9855528359450269
Diego Seguí,0,0,0,0,0,0,0,6,0.9912846765377665,0.9828742495402091
Bob Tewksbury,0,0,0,0,0,0,0,6,0.9925333453526323,0.985308039050172
Matt Morris,0,0,0,0,0,0,0,6,0.9931073693496035,0.9864659851663852
Herm Wehmeier,0,0,0,0,0,0,0,6,0.9931333499153645,0.9864647530989431
John Tudor,0,0,0,0,0,0,0,6,0.9743224177959399,0.9497687825515729
Henry Porter,0,0,0,0,0,0,0,6,0.9931368429338457,0.9865271664570759
Bill Bernhard,0,0,0,0,0,0,0,6,0.9834331346277838,0.9674141697646764
Shane Reynolds,0,0,0,0,0,0,0,6,0.9924014465350103,0.9851118969544223
Bryn Smith,0,0,0,0,0,0,0,6,0.9909145360768702,0.9821604042017597
Carl Pavano,0,0,0,0,0,0,0,6,0.9930010514855239,0.986272715517983
Hardie Henderson,0,0,0,0,0,0,0,6,0.989911033838137,0.980117001647863
Steve Stone,0,0,0,0,0,0,0,6,0.9934338347462829,0.987068173504726
Max Butcher,0,0,0,0,0,0,0,6,0.9930758659968419,0.9864101382190537
Denny Lemaster,0,0,0,0,0,0,0,6,0.9914234356085848,0.9831758330479916
Jersey Bakley,0,0,0,0,0,0,0,6,0.9948230207801506,0.9897889417847576
Storm Davis,0,0,0,0,0,0,0,6,0.9927458730493358,0.985779711415479
Bob Shaw,0,0,0,0,0,0,0,6,0.9928137012244741,0.9858964709956234
Dave Burba,0,0,0,0,0,0,0,6,0.9896770903919977,0.9796969290032088
Ed Willett,0,0,0,0,0,0,0,6,0.9934232658348984,0.9870597196189856
Joe Blanton,0,0,0,0,0,0,0,6,0.9938235069254421,0.9878530889004075
Tony Cloninger,0,0,0,0,0,0,0,6,0.991671954988384,0.9836251704980282
Larry Jansen,0,0,0,0,0,0,0,6,0.984003973526356,0.9685526744766161
Jeremy Guthrie,0,0,0,0,0,0,0,6,0.9936257041023615,0.9874808317928038
Mark Gardner,0,0,0,0,0,0,0,6,0.9939007477833585,0.9879985834584359
Stan Williams,0,0,0,0,0,0,0,6,0.9904271726483204,0.981194363643611
Dupee Shaw,0,0,0,0,0,0,0,6,0.9918650707674276,0.9840028057275467
Whit Wyatt,0,0,0,0,0,0,0,6,0.9898224064194907,0.9799524526826304
Alex Fernandez,0,0,0,0,0,0,0,6,0.9912099756528433,0.9827474030327928
Sidney Ponson,0,0,0,0,0,0,0,6,0.9938825818977363,0.9879674850746071
Henry Boyle,0,0,0,0,0,0,0,6,0.9928451393797385,0.9859025370286267
Ray Fisher,0,0,0,0,0,0,0,6,0.9903392816256024,0.9809935585816062
Joel Piñeiro,0,0,0,0,0,0,0,6,0.9934252037629436,0.9870868782647454
Mel Parnell,0,0,0,0,0,0,0,6,0.9732250706892133,0.9474656946400111
Satchel Paige,1,1,1,1,1,1,0,5,0.7182230461515363,0.10978762389612362
Slim Harriss,0,0,0,0,0,0,0,6,0.9938484781398661,0.9879108028054823
Don Wilson,0,0,0,0,0,0,0,6,0.9854737566839497,0.9714087081676589
Wilson Álvarez,0,0,0,0,0,0,0,6,0.9930925595704673,0.9864442792659124
Jake Westbrook,0,0,0,0,0,0,0,6,0.9936626239335645,0.9875532212491062
Watson Clark,0,0,0,0,0,0,0,6,0.9923518156709189,0.9850018689277257
Dick Tidrow,0,0,0,0,0,0,0,6,0.991695426581797,0.9837125427775911
Bill Duggleby,0,0,0,0,0,0,0,6,0.9918644489057504,0.98396179965267
Bill Hallahan,0,0,0,0,0,0,0,6,0.994051599791343,0.988278264272506
Mike LaCoss,0,0,0,0,0,0,0,6,0.9942798244046159,0.9887369028005231
Ken Johnson,0,0,0,0,0,0,0,6,0.988390722760081,0.9771396934894487
Lary Sorensen,0,0,0,0,0,0,0,6,0.9928570695679034,0.9859925543328463
Frank Sullivan,0,0,0,0,0,0,0,6,0.9924444986845938,0.9851939387717349
Mario Soto,0,0,0,0,0,0,0,6,0.9816647557498693,0.9639769718080725
Kirk McCaskill,0,0,0,0,0,0,0,6,0.9939960353030388,0.988188374349671
Clyde Wright,0,0,0,0,0,0,0,6,0.9927851096653093,0.9858325141523699
Duke Esper,0,0,0,0,0,0,0,6,0.9941467629803554,0.9884821698584224
Flint Rhem,0,0,0,0,0,0,0,6,0.9934072013049405,0.9870359415231692
Sal Maglie,0,0,0,0,0,0,0,6,0.9586800391472834,0.919877241572603
Jim Bibby,0,0,0,0,0,0,0,6,0.9927879707695428,0.9858440946866249
Lefty Stewart,0,0,0,0,0,0,0,6,0.9919390297531283,0.9841549499209347
Frank Foreman,0,0,0,0,0,0,0,6,0.9925315554580688,0.9852791984360757
Carl Erskine,0,0,0,0,0,0,0,6,0.9882525641678339,0.9768986934024992
Hank Borowy,0,0,0,0,0,0,0,6,0.9909567961644892,0.9822431600080951
Dave Giusti,0,0,0,0,0,0,0,6,0.9748759027453827,0.951658088109399
Doug Davis,0,0,0,0,0,0,0,6,0.9942473266408488,0.9886839954828486
Elam Vangilder,0,0,0,0,0,0,0,6,0.9935076618255901,0.9872482947397251
Bob Turley,0,0,0,0,0,0,0,6,0.987215749911261,0.9748832694492321
Rip Collins,0,0,0,0,0,0,0,6,0.9933103969385889,0.9868746299988987
Matt Garza,0,0,0,0,0,0,0,6,0.9930192436946497,0.986311872883455
Chris Bosio,0,0,0,0,0,0,0,6,0.9926108237321923,0.9855215203661111
Brett Myers,0,0,0,0,0,0,0,6,0.9915603581605975,0.983445413389202
Phil Douglas,0,0,0,0,0,0,0,6,0.992180201844055,0.9846703280360557
Bob Stanley,0,0,0,0,0,0,0,6,0.9873493383662746,0.975036908397333
Turk Farrell,0,0,0,0,0,0,0,6,0.9751432334349173,0.9514434703049441
Jim Hearn,0,0,0,0,0,0,0,6,0.9937774668674151,0.9877495310540326
Rollie Fingers,1,1,0,0,1,0,0,2,0.826116012368011,-0.922612574892741
Paul Byrd,0,0,0,0,0,0,0,6,0.9934423494378922,0.987128142008661
Stu Miller,0,0,0,0,0,0,0,6,0.969137671483799,0.9400344109845084
Lloyd Brown,0,0,0,0,0,0,0,6,0.9933052378943902,0.9868614937458201
Bob Rhoads,0,0,0,0,0,0,0,6,0.9847295941298957,0.9699720699031481
Al Benton,0,0,0,0,0,0,0,6,0.9903582493026263,0.9809848312005641
Ray Kolp,0,0,0,0,0,0,0,6,0.9935572549479258,0.9873481733104129
Nels Potter,0,0,0,0,0,0,0,6,0.9933998046372509,0.9870018658302319
Tim Lincecum,0,0,0,0,0,0,0,6,0.9872867143528877,0.9750130963999138
Dan Casey,0,0,0,0,0,0,0,6,0.9915736647006158,0.9834302153288177
Hal Brown,0,0,0,0,0,0,0,6,0.9903458187341072,0.9809682470156256
Jeff Tesreau,0,0,0,0,0,0,0,6,0.9550568054712295,0.9134718329188352
Shawn Estes,0,0,0,0,0,0,0,6,0.9941990093172741,0.9885848747003045
Gary Nolan,0,0,0,0,0,0,0,6,0.9752074354767233,0.9514798356318134
Jim Abbott,0,0,0,0,0,0,0,6,0.9928431914498601,0.985968826950273
Vic Sorrell,0,0,0,0,0,0,0,6,0.9933555030379381,0.986953352345865
Sam Jones,0,0,0,0,0,0,0,6,0.9907798618555895,0.9818654797551817
Jim Bagby (bagbyji02),0,0,0,0,0,0,0,6,0.9927278704012599,0.9857338352220796
Bob Walk,0,0,0,0,0,0,0,6,0.9927363227291516,0.9857492868145044
Al Smith,0,0,0,0,0,0,0,6,0.9925366586993878,0.9853705977198824
Russ Ortiz,0,0,0,0,0,0,0,6,0.9934229090989178,0.987078331814052
Ed Stein,0,0,0,0,0,0,0,6,0.9938617240892107,0.987896180007859
George Winter,0,0,0,0,0,0,0,6,0.9873501668716744,0.9751014414259817
Moose Haas,0,0,0,0,0,0,0,6,0.991366348755163,0.9830574991320041
Eric Show,0,0,0,0,0,0,0,6,0.9926713478088242,0.9856198834645963
John Montefusco,0,0,0,0,0,0,0,6,0.9926291254938979,0.9855521434764106
George Suggs,0,0,0,0,0,0,0,6,0.9829042588509768,0.9663919038720641
Hank O'Day,0,0,0,0,0,0,0,6,0.9935155671619803,0.9872663828022721
Harry McIntire,0,0,0,0,0,0,0,6,0.9898100951977676,0.9799033399141548
Walt Masterson,0,0,0,0,0,0,0,6,0.9941862114093638,0.9885592508229598
Carl Morton,0,0,0,0,0,0,0,6,0.9930878322005716,0.9864299125364712
Jason Vargas,0,0,0,0,0,0,0,6,0.9930433256865232,0.9863510543504423
John Curtis,0,0,0,0,0,0,0,6,0.9937937021937112,0.9877905562488074
Moe Drabowsky,0,0,0,0,0,0,0,6,0.9911231476393465,0.9825469058254624
Bill Swift (swiftbi01),0,0,0,0,0,0,0,6,0.9923772820309207,0.9850355575709635
Jack Kramer,0,0,0,0,0,0,0,6,0.9931255420217427,0.9865050618239611
Steve Hargan,0,0,0,0,0,0,0,6,0.9931017382712469,0.9864644758035813
Willie Mitchell,0,0,0,0,0,0,0,6,0.987908495624836,0.9762276323391669
Guy Morton,0,0,0,0,0,0,0,6,0.9920864645619144,0.9844685189565143
Sheriff Blake,0,0,0,0,0,0,0,6,0.992911101249367,0.9860950357580954
Max Lanier,0,0,0,0,0,0,0,6,0.97070166726648,0.9432475054026405
Jim O'Toole,0,0,0,0,0,0,0,6,0.9908755294735792,0.9820248658983403
Fred Goldsmith,0,0,0,0,0,0,0,6,0.9641461340985211,0.9310062613467484
Cal McLish,0,0,0,0,0,0,0,6,0.99212589040279,0.9845506058364104
Pat Ragan,0,0,0,0,0,0,0,6,0.9847171811062987,0.9699276174824711
Tex Carleton,0,0,0,0,0,0,0,6,0.9930463657860485,0.9863197816372485
J.R. Richard,0,0,0,0,0,0,0,6,0.9603796753485483,0.9239089887876538
Jumbo McGinnis,0,0,0,0,0,0,0,6,0.9868251927048894,0.9740704037941766
Andy Cooper,1,0,0,0,0,0,0,0,0.9101224295374442,-1.669473497870598
Jimmy Callahan,0,0,0,0,0,0,0,6,0.9820720740036167,0.9650931653601914
Vic Aldridge,0,0,0,0,0,0,0,6,0.9927894024098146,0.9858431537652271
Jim Shaw,0,0,0,0,0,0,0,6,0.9867687748184477,0.9739203940869189
Bill Swift (swiftbi02),0,0,0,0,0,0,0,6,0.9932614143980093,0.9867815650048576
Ed Killian,0,0,0,0,0,0,0,6,0.9822673222536089,0.9651895946764774
Steve Blass,0,0,0,0,0,0,0,6,0.9912856893339245,0.9828624082665692
Jim Colborn,0,0,0,0,0,0,0,6,0.9927066589568637,0.9856837605216944
Ben Sheets,0,0,0,0,0,0,0,6,0.9864638373439732,0.9733522540087448
Eddie Smith,0,0,0,0,0,0,0,6,0.9931977424625953,0.986650839207182
Frank Castillo,0,0,0,0,0,0,0,6,0.9926733544420735,0.985648233732877
Omar Olivares,0,0,0,0,0,0,0,6,0.993584693432723,0.9874037040662138
Dave Koslo,0,0,0,0,0,0,0,6,0.9914508255143972,0.9832225507496851
Dick Bosman,0,0,0,0,0,0,0,6,0.9928180040653184,0.9859143570150838
Gene Conley,0,0,0,0,0,0,0,6,0.9930905917242381,0.9864181400606559
George Hemming,0,0,0,0,0,0,0,6,0.9944987566923406,0.9891523881521899
Tom Underwood,0,0,0,0,0,0,0,6,0.9929444622950284,0.9861523459563314
Lee Richmond,0,0,0,0,0,0,0,6,0.9919435072147121,0.9841218468626485
Eric Milton,0,0,0,0,0,0,0,6,0.9897208623666004,0.9797901131948539
Allen Sothoron,0,0,0,0,0,0,0,6,0.9923858652782543,0.9850891781857035
Bill Hart,0,0,0,0,0,0,0,6,0.9940385905766375,0.9882784767103394
Joe Haynes,0,0,0,0,0,0,0,6,0.9933170052596129,0.986880364483974
George Haddock,0,0,0,0,0,0,0,6,0.9935635133298972,0.9873477837761806
George McQuillan,0,0,0,0,0,0,0,6,0.9823313696291631,0.9654770140988852
Bobby Bolin,0,0,0,0,0,0,0,6,0.9890258550616132,0.9784152090604064
Vicente Padilla,0,0,0,0,0,0,0,6,0.992619666936787,0.9855494359336238
José Lima,0,0,0,0,0,0,0,6,0.9928935596570229,0.9860651991125677
Bob Porterfield,0,0,0,0,0,0,0,6,0.9914968060645775,0.9832710167816415
Terry Larkin,0,0,0,0,0,0,0,6,0.9792037147493321,0.9592159682324275
Brian Moehler,0,0,0,0,0,0,0,6,0.9935063231076628,0.9872504294735229
Bill Wight,0,0,0,0,0,0,0,6,0.9933525068174295,0.9869543463465497
Jakie May,0,0,0,0,0,0,0,6,0.9928578149820043,0.9860008258329284
Hugh McQuillan,0,0,0,0,0,0,0,6,0.9933417405291092,0.9868979088176465
Andy Hawkins,0,0,0,0,0,0,0,6,0.9932508216650202,0.9867462294416603
Larry McWilliams,0,0,0,0,0,0,0,6,0.9930756227147897,0.9864195874430207
Wandy Rodríguez,0,0,0,0,0,0,0,6,0.9932026636806367,0.986660570791616
Jack Knott,0,0,0,0,0,0,0,6,0.9938590710450143,0.9879326455042549
Paul Maholm,0,0,0,0,0,0,0,6,0.9936415744952188,0.9875075295603909
Erik Hanson,0,0,0,0,0,0,0,6,0.9910069075983512,0.9823506357556032
Art Houtteman,0,0,0,0,0,0,0,6,0.9921480216637839,0.9846000124998384
Steve Avery,0,0,0,0,0,0,0,6,0.993026868969127,0.9863214769791998
Bob Miller,0,0,0,0,0,0,0,6,0.9916776295808892,0.9836769493950904
Tiny Bonham,0,0,0,0,0,0,0,6,0.9745141782761868,0.9503283137504032
Ed Crane,0,0,0,0,0,0,0,6,0.9944663244045437,0.9891071284032679
José Mesa,0,0,1,0,0,0,0,5,0.9736577611772517,0.44834232695937654
Clay Kirby,0,0,0,0,0,0,0,6,0.9929251191350642,0.9861190103357753
Don Larsen,0,0,0,0,0,0,0,6,0.9930674543213912,0.9863979424603371
Don Mossi,0,0,0,0,0,0,0,6,0.9874622668713425,0.9753284147068465
Brian Anderson,0,0,0,0,0,0,0,6,0.9918044688323319,0.98386812897351
Doc Crandall,0,0,0,0,0,0,0,6,0.965291398578232,0.9328285656297965
Joey Jay,0,0,0,0,0,0,0,6,0.9914819567697198,0.9832590942170248
Rick Reed,0,0,0,0,0,0,0,6,0.9927106744733015,0.9857083342648133
Hollis Thurston,0,0,0,0,0,0,0,6,0.9929752479764873,0.9862029238820909
Jim Wilson,0,0,0,0,0,0,0,6,0.992255723656451,0.9848240835025702
Eddie Fisher,0,0,0,0,0,0,0,6,0.9834343064741989,0.9673639451141245
Roosevelt Davis,0,0,0,0,0,0,0,6,0.8736275924691985,0.7813191572704654
Dave Davenport,0,0,0,0,0,0,0,6,0.9905231274811479,0.9814118453395348
Roger Craig,0,0,0,0,0,0,0,6,0.9930686866912599,0.9864055665618546
Orval Overall,0,0,1,0,0,0,0,5,0.9140759658941757,0.3412914291235923
Johnny Morrison,0,0,0,0,0,0,0,6,0.9903047482779087,0.9809504107254973
Ben Cantwell,0,0,0,0,0,0,0,6,0.9936843704428218,0.9875873165808181
Bruce Chen,0,0,0,0,0,0,0,6,0.9932302078997374,0.9867169422763826
Russ Meyer,0,0,0,0,0,0,0,6,0.992575340049532,0.9854366195194895
Vinegar Bend Mizell,0,0,0,0,0,0,0,6,0.992876463949047,0.9860220287141866
Ken Brett,0,0,0,0,0,0,0,6,0.9925597314669311,0.9853952802719222
Rick Helling,0,0,0,0,0,0,0,6,0.9930241109000546,0.9863075458015814
Jim Deshaies,0,0,0,0,0,0,0,6,0.9909889293856233,0.9822860511518297
Jorge De La Rosa,0,0,0,0,0,0,0,6,0.993293415117224,0.9868447123924082
Carl Weilman,0,0,0,0,0,0,0,6,0.9884744021468402,0.9773283845871279
Al Hollingsworth,0,0,0,0,0,0,0,6,0.9932673937425692,0.9867879759106796
Bobby Jones,0,0,0,0,0,0,0,6,0.9930302498930552,0.9863240517696338
Charlie Ferguson,0,0,0,0,0,0,0,6,0.9719585916345425,0.9454609028748379
Tug McGraw,0,0,0,0,0,0,0,6,0.9302771087400535,0.8744024034486643
Nick Altrock,0,0,0,0,0,0,0,6,0.9536036827686322,0.9110652509264657
Gene Garber,0,0,0,0,0,0,0,6,0.9583574383611553,0.920296611305922
Tom Brewer,0,0,0,0,0,0,0,6,0.992379557797514,0.9850659249661257
Blue Moon Odom,0,0,0,0,0,0,0,6,0.9922427774041349,0.9848001255314617
Kelvim Escobar,0,0,0,0,0,0,0,6,0.9912421153826153,0.9827849549790538
Neal Heaton,0,0,0,0,0,0,0,6,0.9927273911418397,0.9857516298696568
Ed Siever,0,0,0,0,0,0,0,6,0.9891527750363087,0.9786773214231695
John Danks,0,0,0,0,0,0,0,6,0.9926050425332634,0.9855088585565319
Ken Heintzelman,0,0,0,0,0,0,0,6,0.991990698414473,0.984263930201776
Steve Trout,0,0,0,0,0,0,0,6,0.9938638242540546,0.9879381237850833
Bullet Rogan,1,0,1,1,1,1,0,4,0.8123819538290887,-0.24733158294315638
Bill Foster,1,1,1,0,0,1,0,3,0.7161710539344357,-0.3134205138997597
Paul Foytack,0,0,0,0,0,0,0,6,0.9927138591073258,0.9856987071393338
Lynn McGlothen,0,0,0,0,0,0,0,6,0.9925605306237624,0.9854164345527244
Tom Griffin,0,0,0,0,0,0,0,6,0.9918596504649352,0.983970680631081
Dan Spillner,0,0,0,0,0,0,0,6,0.9908726649224496,0.9820654409856259
Tim Leary,0,0,0,0,0,0,0,6,0.9936114851511572,0.9874498886561488
Rick Langford,0,0,0,0,0,0,0,6,0.99256620788917,0.9854082581232494
John Buzhardt,0,0,0,0,0,0,0,6,0.9925631508711265,0.9854322394627729
Bill Walker,0,0,0,0,0,0,0,6,0.993380132994855,0.9869944883064837
George Pipgras,0,0,0,0,0,0,0,6,0.9932332757750991,0.9866924917027298
Bill Bonham,0,0,0,0,0,0,0,6,0.9928950843437677,0.9860639333987214
Russ Ford,0,0,0,0,0,0,0,6,0.9794860590144246,0.9597171705320756
Dave LaPoint,0,0,0,0,0,0,0,6,0.9931411355170711,0.9865417100345031
Clint Brown,0,0,0,0,0,0,0,6,0.9931382051057233,0.9865343646535117
Ed Seward,0,0,0,0,0,0,0,6,0.9896989446403238,0.9797086231438686
Spud Chandler,0,0,1,0,0,0,0,5,0.9181441223206774,0.3496091430071347
Ralph Branca,0,0,0,0,0,0,0,6,0.9916780835425244,0.9836383992892902
Juan Guzmán,0,0,0,0,0,0,0,6,0.9931942613286554,0.9866522298932655
Jim Merritt,0,0,0,0,0,0,0,6,0.9887163861838552,0.977772926328032
Bill Wegman,0,0,0,0,0,0,0,6,0.9934589800883943,0.9871544035193471
Ray Brown,1,0,0,0,0,0,0,0,0.7909367867262754,-1.3240306253210452
Ellis Kinder,0,0,0,0,0,0,0,6,0.9857213315200557,0.9718522862177702
Glendon Rusch,0,0,0,0,0,0,0,6,0.9937881145903255,0.987794315656065
Mike Pelfrey,0,0,0,0,0,0,0,6,0.9933805110048173,0.9870105245388207
Jake Weimer,0,0,0,0,0,0,0,6,0.976286173587055,0.9535960316352701
Pol Perritt,0,0,0,0,0,0,0,6,0.9873228420787757,0.9750671055827894
LaTroy Hawkins,0,0,0,0,0,0,0,6,0.9870943352540956,0.9745605131943961
Greg Harris,0,0,0,0,0,0,0,6,0.9912587677558546,0.9828280911780481
Mickey Haefner,0,0,0,0,0,0,0,6,0.9923416507140258,0.9850098657881592
Joe Bowman,0,0,0,0,0,0,0,6,0.993241881594303,0.9867363754762325
Fred Hutchinson,0,0,0,0,0,0,0,6,0.9871924617462748,0.9748030838106545
Dennis Rasmussen,0,0,0,0,0,0,0,6,0.992627027233031,0.9855450952239141
Dick Coffman,0,0,0,0,0,0,0,6,0.9916305755857966,0.9835501666202943
Pete Vuckovich,0,0,0,0,0,0,0,6,0.9928849593752648,0.986028262939735
Rubén Gómez,0,0,0,0,0,0,0,6,0.9924971487666611,0.9853054151805013
Cliff Melton,0,0,0,0,0,0,0,6,0.9920810773255254,0.9844780008919782
Phil Knell,0,0,0,0,0,0,0,6,0.9933193078164632,0.9868962173928351
Buster Brown,0,0,0,0,0,0,0,6,0.9933311709882462,0.9869099369824982
Ramón Ortiz,0,0,0,0,0,0,0,6,0.9937176869263489,0.9876520345730739
Cy Morgan,0,0,0,0,0,0,0,6,0.9892810504440459,0.978916719212851
Jean Dubuc,0,0,0,0,0,0,0,6,0.9917889759135022,0.9838879108652986
Tom Murphy,0,0,0,0,0,0,0,6,0.9928210365462339,0.9859222333456393
Lee Viau,0,0,0,0,0,0,0,6,0.992233868571175,0.984784611331619
Al Maul,0,0,0,0,0,0,0,6,0.9933846017030447,0.9870072753038114
William Bell,0,0,1,0,1,0,0,4,0.7449965248854199,-0.052314369367926584
Art Fromme,0,0,0,0,0,0,0,6,0.9920716616318043,0.9844412378556369
Kent Tekulve,0,0,0,0,0,0,0,6,0.9148156807606913,0.8495030845339152
Pete Falcone,0,0,0,0,0,0,0,6,0.9925197963599302,0.9853499482739991
Smoky Joe Wood,0,0,1,1,1,1,0,2,0.7030492022241902,-0.2501805467037759
Gil Meche,0,0,0,0,0,0,0,6,0.9930723775786162,0.9864074536447274
Irvin Wilhelm,0,0,0,0,0,0,0,6,0.9829095992807235,0.9665919638400261
Bob Shirley,0,0,0,0,0,0,0,6,0.9924079266793177,0.985138186545166
George Brunet,0,0,0,0,0,0,0,6,0.992610635211653,0.9855132829350249
Oral Hildebrand,0,0,0,0,0,0,0,6,0.9929877154962874,0.9862462055928153
C.J. Wilson,0,0,0,0,0,0,0,6,0.9923064401868472,0.984915782221516
