O*NET-SOC Code,Title,cognitive_complexity_avg,creativity_avg,data_structure_avg,decision_accountability_avg,physical_requirements_avg,routine_structure_avg,social_interactions_avg,weighted_average_Claude_v1_non_overlap,Claude_V1_NoOverlap_Scaled,Claude_V1_doubleweighed
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.706432417582417,3.337180952380952,1.9133050595238095,1.6266714285714285,3.5336275510204085,2.055573809523809,2.1160653679653674,2.5191083540566575,3.0477161771205257,2.7834122655885913
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.711442857142857,3.371142857142857,1.8273592261904765,1.57824,3.5231775510204075,2.1739190476190475,2.4063909090909092,2.577166858302412,3.4072087602702865,2.9921878092863494
13-1032.00,"Insurance Appraisers, Auto Damage",2.983819230769231,3.4676833333333335,1.8252077380952383,1.6276514285714283,2.979328231292518,2.039411111111111,2.4593597402597402,2.5366967192371117,3.156621615079086,2.8466591671580987
13-1041.00,Compliance Officers,2.974556043956045,3.3878523809523813,1.7777041666666669,1.9208514285714284,2.9760122448979596,2.124706349206349,2.340611688311689,2.5466516830827906,3.2182617781273315,2.8824567306050612
13-1041.01,Environmental Compliance Inspectors,2.6227868131868135,3.1671142857142858,1.904395238095238,2.1516428571428574,2.9547979591836744,2.0305801587301584,2.394106926406926,2.4825407389435963,2.821293078775172,2.651916908859384
13-1041.03,Equal Opportunity Representatives and Officers,2.58414010989011,3.277916666666667,1.8241562499999997,1.8955771428571428,3.605508163265306,2.0865198412698414,2.2361398268398265,2.544833022538969,3.2070008098115874,2.875916916175278
13-1041.04,Government Property Inspectors and Investigators,2.726291758241758,3.1666999999999996,2.0018276785714284,1.5003385714285713,3.055929591836735,2.2119182539682543,2.2688580086580084,2.475267179604126,2.7762559103257196,2.6257615449649228
13-1041.06,Coroners,2.653814835164835,3.0376190476190477,1.96948125,1.229841428571428,2.354973469387756,2.0628031746031747,1.897954545454546,2.224147187421705,1.2213454653704012,1.7227463263960532
13-1041.07,Regulatory Affairs Specialists,2.619095604395604,3.385580952380953,1.7790898809523814,1.9978928571428574,3.694232653061225,1.9951388888888886,2.325924242424242,2.580451069426605,3.427544274524111,3.003997671975358
13-1041.08,Customs Brokers,2.8871642857142863,3.3361809523809525,1.7573598214285706,1.5241857142857143,3.603832653061225,2.1723309523809524,2.325379220779221,2.5855043108379716,3.458833451395808,3.02216888111689
13-1051.00,Cost Estimators,2.626887912087912,3.257321428571429,1.8198276785714285,1.9841428571428574,3.6388285714285717,1.881651587301587,2.5144588744588745,2.562351889013764,3.315475918578109,2.938913903795936
13-1071.00,Human Resources Specialists,2.91001978021978,3.3763023809523807,1.6927029761904764,1.474068571428571,3.5384503401360545,2.052509523809524,2.246855844155844,2.5379233113434183,3.164216553503623,2.8510699324235205
13-1074.00,Farm Labor Contractors,3.3845906593406596,3.7272166666666666,1.558070535714286,1.2950857142857144,2.9954013605442165,1.9372230158730153,2.804319480519481,2.609489453235257,3.6073471086046993,3.1084182809199783
13-1075.00,Labor Relations Specialists,2.753074725274725,3.2698952380952377,1.7007973214285712,1.6529785714285716,3.583044897959184,1.8416349206349207,2.1757688311688312,2.470972127287395,2.7496613662160527,2.6103167467517236
13-1081.00,Logisticians,2.6237681318681316,3.2042857142857146,1.8963842261904762,1.585928571428572,3.338262244897959,2.092,2.1362580086580087,2.4620173947183766,2.69421453746164,2.5781159660900084
13-1081.01,Logistics Engineers,2.266027472527472,2.991819047619048,1.9801235119047618,1.538242857142857,3.2295993197278916,2.018177777777778,2.3248597402597406,2.3773180294804406,2.169764347156276,2.273541188318358
13-1081.02,Logistics Analysts,2.6300791208791208,3.15125,1.8055288690476188,1.7883542857142856,3.35591768707483,2.15176746031746,2.382265367965368,2.5176686339275802,3.038801570811966,2.778235102369773
13-1111.00,Management Analysts,2.458395604395604,3.0531380952380953,1.8892866071428571,1.5038085714285723,3.536466326530612,1.9542587301587295,1.9529683982683976,2.380306527553795,2.188268835104857,2.2842876813293262
13-1121.00,"Meeting, Convention, and Event Planners",2.7479983516483517,3.122059523809524,1.921371428571429,1.3335999999999997,3.1986945578231296,2.1144055555555554,1.9061753246753241,2.394617417661703,2.2768804677829504,2.3357489427223266
13-1131.00,Fundraisers,2.737672527472527,3.155488095238095,1.7759592261904757,1.685371428571428,3.589855442176871,1.798229365079365,1.9557307359307363,2.421590958614798,2.4438979967375136,2.432744477676156
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.7795395604395607,3.328142857142857,1.6877053571428569,1.9189285714285718,3.6321493197278913,1.9812650793650795,2.4921051948051947,2.5917069485474844,3.4972395777936995,3.044473263170592
13-1151.00,Training and Development Specialists,2.647151648351648,3.162469047619048,1.7984848214285718,1.8662128571428576,3.56137619047619,1.8161595238095236,2.0205324675324676,2.438431075715951,2.5481703557292743,2.4933007157226124
13-1161.00,Market Research Analysts and Marketing Specialists,2.449576923076923,3.027630952380952,1.819646130952381,1.8168428571428574,3.687795238095238,1.9539388888888891,2.3087800865800867,2.4755041566072817,2.7777232487650796,2.6266137026861807
13-1161.01,Search Marketing Strategists,2.5805230769230763,3.065204761904762,1.7029050595238096,1.9539299999999997,3.7474397959183676,1.8602777777777781,2.5880082251082253,2.534915440486101,3.145592111170407,2.840253775828254
13-1199.04,Business Continuity Planners,2.43823021978022,3.1194523809523806,1.8294458333333339,1.918078571428571,3.693415986394558,1.9865761904761905,2.348384848484848,2.5119901939132294,3.003641225302907,2.757815709608068
13-1199.05,Sustainability Specialists,2.7071681318681318,3.1615309523809527,1.8069598214285707,1.887578571428571,3.5041710884353745,1.7584357142857143,2.20330303030303,2.45756696259098,2.6666578967524988,2.5621124296717395
13-1199.06,Online Merchants,2.9309379120879124,3.4276809523809524,1.6953681547619046,1.6261957142857142,3.545297619047619,1.8681158730158731,2.6001268398268405,2.581386060009435,3.4333336448189353,3.007359852414185
13-1199.07,Security Management Specialists,2.574573626373627,2.9222761904761905,1.985592857142857,1.4588285714285716,3.119481292517007,2.0328166666666667,1.9890597402597403,2.3418141036344613,1.9499275087785115,2.1458708062064864
13-2011.00,Accountants and Auditors,2.7330340659340653,3.3105166666666666,1.8168470238095231,1.6362900000000002,3.6408772108843537,2.123243650793651,2.368194805194805,2.577855844841666,3.4114748975738483,2.9946653712077573
13-2022.00,Appraisers of Personal and Business Property,2.8456884615384617,3.3288619047619052,1.8891127976190478,1.778428571428571,3.2913459183673464,1.9587087301587305,2.6727701298701296,2.579295845117185,3.4203912385217894,2.9998435418194873
13-2023.00,Appraisers and Assessors of Real Estate,2.9615417582417582,3.4445404761904763,1.7862809523809517,2.0719971428571426,3.278263945578231,1.8906031746031746,2.8540112554112564,2.6447020597577025,3.825380126207211,3.2350410929824567
13-2031.00,Budget Analysts,2.767204395604396,3.3560190476190472,1.73474494047619,1.456064285714286,3.6279557823129247,2.018138095238095,2.7247259740259744,2.594094321601018,3.5120219583787033,3.0530581399898606
13-2041.00,Credit Analysts,2.7904670329670327,3.4479904761904763,1.6693449404761902,2.1742857142857144,3.692850680272109,1.9731603174603174,2.8117203463203473,2.6904494093307485,4.108643243022215,3.3995463261764813
13-2052.00,Personal Financial Advisors,2.6085576923076927,3.348457142857143,1.7781348214285717,1.7779485714285714,3.770314285714286,1.943685714285714,2.386603463203463,2.561435369755245,3.3098009209178727,2.9356181453365586
13-2053.00,Insurance Underwriters,2.877441208791209,3.4098452380952384,1.664896428571429,1.7776000000000005,3.6636506802721085,1.9060484126984132,2.5965714285714285,2.6075856087563234,3.595558689689355,3.1015721492228394
13-2061.00,Financial Examiners,2.5303252747252754,3.313088095238095,1.855265178571429,1.9509599999999998,3.6948414965986394,1.9197325396825395,2.2916528138528136,2.5390551778558743,3.1712249603103366,2.8551400690831055
13-2071.00,Credit Counselors,2.8591428571428574,3.433928571428572,1.598251785714286,2.0110685714285714,3.647836054421769,2.053279365079365,2.5037783549783548,2.638290784425892,3.7856821360460984,3.211986460235995
13-2072.00,Loan Officers,2.862962087912088,3.5008238095238093,1.7370017857142852,1.3971985714285706,3.5140108843537416,1.929811111111111,2.345405627705628,2.5328626193607975,3.132881243423004,2.8328719313919004
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.898201098901099,3.468816666666666,1.7432565476190476,1.9703514285714285,3.6072037414965985,2.132903174603174,2.418208225108225,2.6568058923655706,3.900325874581931,3.2785658834737506
13-2082.00,Tax Preparers,2.9513719780219785,3.460119047619048,1.6613154761904765,2.0371742857142854,3.6960006802721095,2.0201777777777776,2.703558008658009,2.6955419889317036,4.140175998118586,3.4178589935251447
13-2099.01,Financial Quantitative Analysts,2.4128318681318683,3.095371428571429,1.7509711309523806,1.830535714285714,3.7517302721088437,1.886413492063492,2.631072294372295,2.5190842624141734,3.04756700402519,2.7833256332196816
13-2099.04,"Fraud Examiners, Investigators and Analysts",2.6688043956043956,3.301266666666667,1.8629312500000006,1.4555657142857137,3.4114367346938774,2.104001587301587,2.2226103896103897,2.4932677418751883,2.8877136323776185,2.6904906871264034
15-1211.00,Computer Systems Analysts,2.3544956043956042,3.170407142857143,1.8629122023809528,1.7495114285714282,3.5534119047619046,2.099510317460318,2.6207043290043295,2.535997273740149,3.1522907169317396,2.844143995335944
15-1211.01,Health Informatics Specialists,2.2823631868131864,2.8789214285714286,1.9242294642857143,1.6888714285714288,3.5539520408163265,2.05976746031746,2.0813346320346313,2.392749274584542,2.265313108457617,2.3290311915210795
15-1212.00,Information Security Analysts,2.6174434065934067,3.1338809523809523,1.8032309523809522,1.8686085714285712,3.4377081632653064,1.9855714285714283,2.654317748917749,2.5408007787688502,3.1820335505333635,2.861417164651107
15-1221.00,Computer and Information Research Scientists,2.109588461538461,2.771692857142857,1.9033934523809524,1.9088200000000004,3.604548979591837,1.9330690476190473,2.505820779220779,2.416582816385995,2.4128880695958674,2.4147354429909313
15-1231.00,Computer Network Support Specialists,2.7262780219780223,3.306690476190476,1.7773187500000003,1.8209185714285714,3.279505442176871,2.0358285714285715,2.641383116883117,2.5600680050128446,3.301334332090976,2.93070116855191
15-1232.00,Computer User Support Specialists,2.7203912087912085,3.2844976190476194,1.7979369047619045,1.6276400000000004,3.3802078231292514,2.052363492063492,2.55793593073593,2.5444852761444903,3.204847598128712,2.874666437136601
15-1241.00,Computer Network Architects,2.4122670329670326,3.1093142857142855,1.9460193452380947,1.803928571428572,3.379634353741497,2.064252380952381,2.530305194805195,2.5025733979413443,2.9453333451240127,2.7239533715326782
15-1241.01,Telecommunications Engineering Specialists,2.740847252747253,3.2,1.9354056547619052,1.69345,3.1967493197278913,1.9263452380952382,2.409541125541126,2.480225267797679,2.806955907773812,2.6435905877857455
15-1242.00,Database Administrators,2.494154945054945,3.106745238095238,1.7324377976190473,1.824442857142857,3.5845010204081635,2.07769126984127,2.7180415584415583,2.55674273374443,3.2807445774377033,2.918743655591067
15-1243.00,Database Architects,2.4459362637362636,3.065271428571429,1.805782738095238,1.7481999999999998,3.6967047619047624,1.9806468253968257,2.5709445887445885,2.518356195332445,3.043058883822697,2.780707539577571
15-1243.01,Data Warehousing Specialists,2.5734747252747256,3.105019047619048,1.6872461309523807,2.227251428571429,3.7036880952380953,1.9326801587301585,2.7719536796536794,2.6011061198662446,3.555438327843227,3.0782722238547358
15-1244.00,Network and Computer Systems Administrators,2.4544560439560437,3.126785714285714,1.9303416666666677,2.08044,3.4173431972789117,2.054624603174603,2.7425523809523806,2.5731736877725453,3.382483438676349,2.9778285632244472
15-1251.00,Computer Programmers,2.5331967032967038,3.0967833333333337,1.7285133928571434,2.2086285714285716,3.6488768707482993,1.8920714285714284,2.759014718614718,2.5778092260418153,3.411186238522097,2.994497732281956
15-1252.00,Software Developers,2.5251483516483506,3.077640476190476,1.6416401785714287,2.168257142857143,3.7347064625850335,1.9102301587301587,2.965597835497835,2.6084997327771435,3.601218856271892,3.104859294524518
15-1253.00,Software Quality Assurance Analysts and Testers,2.5560692307692308,3.193833333333333,1.7742038690476185,1.8949214285714286,3.636622448979592,2.0974269841269844,2.6359774891774896,2.5897733019262485,3.485266626926336,3.0375199644262922
15-1254.00,Web Developers,2.595359340659341,2.9964285714285714,1.68418125,1.8015157142857143,3.63085,2.0670015873015872,2.754961471861472,2.5586099214812967,3.292306021389317,2.925457971435307
15-1255.01,Video Game Designers,2.5493642857142857,2.801904761904762,1.6857258928571432,1.912,3.6443622448979593,1.9515777777777776,2.6333917748917743,2.494441604952587,2.894982077809349,2.694711841380968
15-1299.01,Web Administrators,2.5598901098901097,3.102142857142857,1.711236904761905,1.9279285714285708,3.601281972789115,2.0365817460317457,2.5464528138528144,2.5426980598766313,3.193781329696092,2.8682396947863618
15-1299.02,Geographic Information Systems Technologists and Technicians,2.7338741758241762,3.168285714285714,1.7411675595238094,2.1081700000000003,3.4747316326530617,2.1057968253968253,2.64904025974026,2.609982888407228,3.610402410956926,3.1101926496820766
15-1299.03,Document Management Specialists,2.8193824175824176,3.318547619047619,1.738070535714286,2.0195214285714287,3.5706442176870747,2.0577920634920637,2.4969506493506497,2.6181463446771485,3.66094973421351,3.1395480394453292
15-1299.05,Information Security Engineers,2.553884065934066,3.216904761904762,1.8574107142857146,1.7942957142857145,3.615813265306123,2.031280158730159,2.4660813852813854,2.549329196367125,3.2348406786606425,2.892084937513884
15-1299.08,Computer Systems Engineers/Architects,2.3791296703296703,3.1379904761904767,1.8526738095238098,1.623728571428571,3.3544238095238095,2.0855555555555556,2.5656467532467535,2.4803299555999554,2.807604124412416,2.643967040006186
15-1299.09,Information Technology Project Managers,2.5384752747252746,3.145773809523809,2.0613502976190476,1.3031814285714285,3.5392278911564623,2.1066777777777776,1.8740991341991338,2.422425144615305,2.449063194912105,2.435744169763705
15-2011.00,Actuaries,2.281601098901099,3.10577619047619,1.849004166666667,2.0398228571428567,3.745612244897959,1.9191658730158732,2.5403428571428575,2.523715735696843,3.076244633871257,2.79998018478405
15-2021.00,Mathematicians,2.1725373626373634,2.6367857142857143,1.6775125000000004,2.2853928571428574,3.729914965986395,1.8426634920634923,2.7451008658008655,2.457474070433535,2.66608271759368,2.5617783940136074
15-2031.00,Operations Research Analysts,2.249541208791209,2.9117619047619048,1.8126264880952387,2.002614285714286,3.6599051020408164,1.8659619047619047,2.5542376623376626,2.461033340023073,2.6881213669783293,2.5745773535007013
15-2041.00,Statisticians,2.268982967032967,3.0336904761904764,1.8683026785714283,2.0294,3.701448979591837,1.8674666666666664,2.54150606060606,2.4951078737036774,2.8991075487892353,2.6971077112464563
15-2041.01,Biostatisticians,2.177682967032967,3.104211904761905,1.7118110119047616,2.087477142857143,3.705008503401361,1.8977206349206348,2.5360510822510824,2.4879161110774146,2.8545768575924484,2.6712464843349313
15-2051.01,Business Intelligence Analysts,2.548222527472528,3.0862261904761903,1.7080818452380953,2.031228571428571,3.7464734693877553,1.8669626984126981,2.64661038961039,2.551453467891236,3.2479939602932806,2.899723714092258
15-2051.02,Clinical Data Managers,2.6016010989010985,3.234404761904762,1.8105678571428576,2.0639999999999996,3.7121363945578234,2.0608904761904765,2.5089571428571427,2.6081997906855054,3.5993616441594014,3.1037807174224534
15-2099.01,Bioinformatics Technicians,2.508035714285714,2.990235714285714,1.811333333333334,2.1124171428571428,3.589972789115646,1.9783515873015876,2.788593939393939,2.5695710886415175,3.360176497006197,2.964873792823857
17-1011.00,"Architects, Except Landscape and Naval",2.3592159340659338,2.6934476190476193,1.998178273809524,1.6280000000000001,3.268647959183673,2.109375396825397,2.1444445887445887,2.354356321902304,2.0275876983081904,2.1909720101052472
