time_spent,first_deposit_amount,user_id,churned,risk_tolerance_high,risk_tolerance_low,risk_tolerance_medium,investment_experience_extensive,investment_experience_good,investment_experience_limited,investment_experience_none,liquidity_needs_not_important,liquidity_needs_somewhat_important,liquidity_needs_very_important,platform_Android,platform_both,platform_iOS,instrument_type_first_traded_adr,instrument_type_first_traded_etp,instrument_type_first_traded_mlp,instrument_type_first_traded_other,instrument_type_first_traded_reit,instrument_type_first_traded_stock,time_horizon_long,time_horizon_medium,time_horizon_short,first_trade,last_trade,trading_span,total_trades,time_per_trade,trades_per_day,max_daily_change,min_daily_change,max_daily_abs_change,mean_daily_change,balance_on_last_active_day,total_active_days
19.8825,100.0,385e0cebee45e07eb97304f03a093529,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,145,0.1371206896551724,2.510344827586207,98.81,-98.34,98.81,0.023883495145631078,104.92,145
0.0,150.0,bb70182208e73de1dccc347d098b4292,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,3871.1,-3877.915,3877.915,1.5195054945054955,3733.78,252
0.0,50.0,44daa41022383125d36277779c8e8f85,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,163.67,-163.19,163.67,-0.37922527472527473,34.136,252
0.493266666667,500.0,d2723168844432c5186a702aae7e58fa,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2016-08-18,2017-08-17,364,252,0.00195740740740873,1.4444444444444444,2895.89,-2903.93,2903.93,3.497087912087913,1780.97,252
8.54966666667,10.0,3d8664d2b058d4796589a4dbedcc1a48,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,42,0.2035634920635714,8.666666666666666,3.0600000000000005,-2.7799999999999994,3.0600000000000005,0.008289473684210522,11.78,42
0.0,1000.0,72332b7f69aa4e58ae7b3d3737d79b41,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,1490.24,-1466.6,1490.24,-1.8054483516483515,633.6168,252
18.1116166667,200.0,62b104513b4eb94f9464b6da36d00c46,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.07187149470912699,1.4444444444444444,2893.16,-2896.13,2896.13,6.702747252747252,2736.2,252
0.0,250.0,a78ceddff542a102b31cff689a618d86,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,1440.31,-1428.26,1440.31,2.4781043956043955,1438.81,252
21.4719833333,25.0,c96724b6ba588a8ebaa00e44f48d599f,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2016-08-18,2017-08-17,364,252,0.08520628306865079,1.4444444444444444,18.19,-18.41,18.41,0.0003571428571428642,27.19,252
19.1435833333,10.0,013af61a0a1c2cbef974b88fd4cd8b34,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.07596660052896825,1.4444444444444444,716.75,-715.05,716.75,1.7724530219780217,708.4,252
4.71173333333,50.0,8c41f7ac77c5487dc61a1bc7754c1f1b,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,138,0.03414299516905797,2.63768115942029,6.949999999999999,-7.149999999999999,7.149999999999999,-0.002008032128514056,10.0,138
12.3519666667,100.0,fadd47d24759e87fe4e6dc49800d314e,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.04901574074087301,1.4444444444444444,71.19,-72.27,72.27,-0.015659340659340666,66.75,252
14.8278833333,200.0,0c2cc46a5d5eeedd3a2c54e59b15e01a,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,182,0.0814718864467033,2.0,409.72,-401.68,409.72,0.1805343511450382,246.8,182
52.5490166667,10.0,0aed336cdbbd2e9e664d053d877678c8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.20852784391547619,1.4444444444444444,182.55,-181.6,182.55,-0.31538461538461543,76.25,252
0.0,100.0,c840d6ccb5a43a68312e3ae11ee1ac6a,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,104.53,-104.59,104.59,-0.12906593406593406,63.93,252
17.97345,100.0,209cbf0d52efd985e9a15aad05ee1e3a,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,141,0.12747127659574467,2.5815602836879434,686.38,-689.64,689.64,-0.6338,10.1,141
11.9484166667,50.0,44a2d398d8783c29f605f3528b6f5eb7,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,223,0.05358034379686099,1.6322869955156951,4013.75,-4046.62,4046.62,4.177884615384617,1561.15,223
2.36883333333,500.0,253352d8347caa7f3de8bb1096df9a4f,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,251,0.009437583001314741,1.450199203187251,7945.91,-7945.91,7945.91,9.779224376731303,6059.68,251
35.7030833333,50.0,e856013301948923da8a7ee15b34ba62,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,146,0.24454166666643837,2.493150684931507,225.328,-223.6703,225.328,1.021014492753623,230.45,146
5.04601666667,1000.0,04c47852fa5831f191b831e221d2619a,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,251,0.020103652058446216,1.450199203187251,100642.8,-99623.1464,100642.8,267.93529085872575,98082.62,251
71.8712833333,100.0,536b742882c3d61b4aa4b123594fb769,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,246,0.29215968834674794,1.4796747967479675,2044.13,-2233.57,2233.57,3.646428651685394,1430.41,246
0.668,60.0,537a299337df9e671c1918aca7dd64cf,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.002650793650793651,1.4444444444444444,6018.54,-6092.8428,6092.8428,14.01457142857143,5551.84,252
0.0,1000.0,b3c8ac89ab421e27d0d8da0d278bc638,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,251,0.0,1.450199203187251,852.04,-854.2,854.2,0.9235180055401662,783.49,251
6.58586666667,50.0,e5ba46f1ff7c44025a2048b70e12ce52,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.026134391534404763,1.4444444444444444,98.96,-94.67,98.96,-0.07607142857142858,54.79,252
89.7789333333,20.0,7fa9742f1f7874003e5083aa143b48a1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,28,3.2063904761892856,13.0,97.12,-91.0,97.12,0.9758730158730159,84.68,28
2.23576666667,150.0,49244824562c2d157846334ab995af29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2016-08-18,2017-08-17,364,165,0.013550101010121213,2.206060606060606,9551.65,-9109.02,9551.65,34.66188284518829,8370.51,165
1.28068333333,39.0,1d7753decc8ab644e8b03b79d6f43eaa,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,19,0.06740438596473684,19.157894736842106,10.670000000000002,-10.670000000000002,10.670000000000002,0.06370370370370379,19.67,19
5.32683333333,200.0,5761fd7c2bd8ace1e71fcf289d12ab94,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,39,0.1365854700853846,9.333333333333334,1069.32,-1055.82,1069.32,3.54797520661157,1059.0,39
35.1944333333,25.0,ae4a8561d493e59044a604afc9373649,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,188,0.18720443262393616,1.9361702127659575,32.2026,-32.2258,32.2258,-0.006158974358974359,24.6586,188
28.9948833333,10.0,add434bc47375ae53743a6b56e2c63df,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,128,0.22652252604140624,2.84375,108.91,-107.51,108.91,0.55775956284153,112.36,128
72.7252833333,20.0,9051d9f9b78f807258d7432335ff7c43,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.2885923941797619,1.4444444444444444,55.099999999999994,-53.66,55.099999999999994,0.08747252747252748,50.58,252
0.0,1500.0,7bdd363a352211cb6c86cc4546e36eab,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,17363.77,-17265.73,17363.77,15.21308763736264,14850.5575,252
0.0,500.0,8cbbe14e0a2faeac7498765fccb13233,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,822.56,-814.57,822.56,0.8530769230769231,832.4,252
0.0,50.0,f4b2de43279fb7220ed3f014bee205bd,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,66.36,-66.82,66.82,-0.050521978021978005,58.46,252
74.7014,500.0,6da8564a58c1be98127895479c8767aa,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,111,0.6729855855855856,3.279279279279279,2172.606,-2171.31,2172.606,10.896917197452229,2173.431,111
15.05155,304.0,6d68854af5839cdc3451e369d7493f0f,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,162,0.0929108024691358,2.246913580246914,1259.67,-1320.83,1320.83,1.011244635193133,534.34,162
2.49836666667,20000.0,8e9fba007fda31acc10a7a8034c38894,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2016-08-18,2017-08-17,364,252,0.009914153439166667,1.4444444444444444,140052.92,-140052.92,140052.92,56.14876373626374,40401.32,252
56.1876166667,5.0,f59175fe38f9f5e98853efe6e9caefaa,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,146,0.3848466894979452,2.493150684931507,782.87,-801.26,801.26,3.3725120772946857,718.31,146
106.765116667,1000.0,0364f794c1630491067963fee08de762,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2016-08-18,2017-08-17,364,113,0.9448240413008849,3.2212389380530975,5429.06,-5454.46,5454.46,26.93130434782609,5335.83,113
20.4975666667,100.0,6728e2c4d84d71c182e10b2799e4f306,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.08133955026468254,1.4444444444444444,614.48,-751.65,751.65,0.9457417582417584,487.81,252
31.1774333333,200.0,f25fe89878348b1c81cb864d590bce09,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2016-08-18,2017-08-17,364,252,0.12371997354484128,1.4444444444444444,7397.93,-7331.88,7397.93,3.674423076923079,6961.64,252
23.1584,500.0,26c361b6af7464bab75bd55b91860b6e,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0918984126984127,1.4444444444444444,7570.34,-7541.45,7570.34,8.597335164835163,7304.11,252
83.8301333333,200.0,056f2bce1aca9b0679e7146134f01f92,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,109,0.7690837920486239,3.3394495412844036,355.717,-341.08,355.717,1.6260000000000001,304.79,109
10.7370833333,19.38,8f7bcd197e3ebb65a4780a502ea1b1c0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.04260747354484127,1.4444444444444444,97.99,-99.87,99.87,0.10777335164835165,106.29,252
2.76991666667,50.0,95336f00a24e792903c47057b0ade7fa,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,249,0.01112416331995984,1.461847389558233,2234.7495,-2239.2875,2239.2875,-3.4511263736263738,1066.95,249
33.3147333333,1000.0,18ea38b0190c952a917f9c2a7a38a603,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,252,0.13220132275119048,1.4444444444444444,945.22,-916.935,945.22,-1.0636813186813188,430.33,252
5.60391666667,500.0,5d26092b40d2a8cd5b8eb9523f5f6bff,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,179,0.03130679702050279,2.0335195530726256,544.76,-533.04,544.76,-1.5444015444015444,100.0,179
19.7094333333,100.0,5c4103eba2ef8e35baa57bace49d758c,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,178,0.11072715355786518,2.044943820224719,88.57,-88.57,88.57,-0.02086289062500002,97.55,178
13.6891333333,1000.0,f4a6535024dc234560e24949d05ce02c,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.05432195767182539,1.4444444444444444,296108.54,-382460.78,382460.78,115.27450467032962,42062.4197,252
19.7995666667,100.0,41d53694c5f8c3fcc589306f6ce28c6d,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,251,0.07888273572390438,1.450199203187251,51725.1408,-51660.307,51725.1408,115.86437673130195,49057.47,251
4.3,5.0,28e81aeb3bd9524fdbd8cd381293517e,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.017063492063492062,1.4444444444444444,4277.67,-4287.82,4287.82,10.020081043956045,4109.96,252
0.0,100.0,1e2e6e16a4ccf9d644c97007cf5ebe28,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,46.69,-46.24,46.69,-0.05350000000000001,34.866,252
16.145,50.0,38195e2a4838bff7fed7bd3297194bf3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,29,0.5567241379310345,12.551724137931034,700.0,-780.37,780.37,0.027974683544303807,49.46,29
11.7963166667,1500.0,03533bd0bbc4abd794ad22835d993082,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0468107804234127,1.4444444444444444,1380.02,-1234.28,1380.02,-2.0019230769230765,417.42,252
0.0,10.0,db4fefb04bba4bf2ab71aba2716abe35,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,1176.39,-1226.19,1226.19,-2.3766208791208787,352.57,252
41.2887833333,100.0,494cc4ec82bb40a48b86f752be56e7b1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.16384437830674606,1.4444444444444444,240.73,-231.88,240.73,-0.1858241758241758,166.74,252
33.7029166667,10.0,9c0a78efe3331efaf8903769921e60ca,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.13374173280436508,1.4444444444444444,34.66,-32.948,34.66,-0.0003846153846153862,28.98,252
40.5918333333,1500.0,a541737b5ce39d1cac27952aae426b03,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2016-08-18,2017-08-17,364,164,0.24751117886158538,2.2195121951219514,3056.81,-3056.81,3056.81,6.5515062761506275,3065.81,164
16.1373833333,500.0,c573cbab130f864ad1a3a80e97c95332,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2016-08-18,2017-08-17,364,252,0.06403723544960317,1.4444444444444444,1334.0458,-1320.3,1334.0458,0.24686813186813175,288.34,252
31.5684333333,500.0,2b14f5c66d2b16ff7aef2b2991d2e389,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,251,0.12577065073027888,1.450199203187251,78887.65,-78238.45,78887.65,207.3270914127424,75345.08,251
16.8940833333,10.0,2a5c2c3397fd6a3b7cbe6d7e66cefdac,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.06704001322738094,1.4444444444444444,18.58,-18.64,18.64,-0.022417582417582422,10.94,252
0.0,2000.0,92d7fcd6f40b6d156400003c20f2d927,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,2822.4,-2798.2,2822.4,2.6089010989010992,2840.65,252
21.7370333333,10.49,94ca511432e37f4ee004c7efe5928b9e,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,216,0.1006344135800926,1.6851851851851851,78.23,-77.98,78.23,0.112484076433121,75.77,216
255.079433333,100.0,de6263af9d5d18790896379341185287,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,242,1.0540472451776859,1.5041322314049588,679.56,-679.29,679.56,1.6533999999999998,649.42,242
0.0,200.0,2a817f4309fc5ccc48a12c230323b8e4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,362.94,-359.068,362.94,-0.3819285714285714,214.9626,252
25.6489666667,100.0,66453040acfbfaa79fe4fc790326a0db,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.10178161375674603,1.4444444444444444,99.49,-98.62,99.49,0.020027472527472546,107.62,252
0.0,50.0,7c4cca3706ded5d6158695d4553463f3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,6375.53,-6326.09,6375.53,14.362884615384615,7299.79,252
6.98068333333,500.0,2048c468d4b7a7ed61e372d39efdccc6,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2016-08-18,2017-08-17,364,252,0.027701124338611112,1.4444444444444444,418.53,-432.69,432.69,-0.6407142857142857,178.11,252
3.6966,100.0,6df4829dd6896ae403b669958cac4e20,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.01466904761904762,1.4444444444444444,116.16,-116.14,116.16,0.01541208791208791,122.34,252
0.0,3000.0,f7e615c7f844b238469357adf3a0b0c6,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,3037.6,-3016.63,3037.6,-0.06082417582417547,2977.9,252
23.1141333333,100.0,d73975d8b89c4c3f7117d0fdbd2d6781,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,228,0.10137777777763157,1.5964912280701755,132.24,-131.96,132.24,-0.2334042553191489,27.71,228
0.0,50.0,0115888f5e28e3c07fdc17e0fad9e75c,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,512.13,-509.775,512.13,0.7746703296703297,477.24,252
48.7477,2000.0,4e0972689a7ee96f2146d55ff06d6512,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,93,0.5241688172043011,3.913978494623656,2801.83,-2801.83,2801.83,0.452660098522168,995.49,93
11.0508833333,250.0,4e933a5a8c60271783b91ad0e7405a5c,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-18,2017-08-17,364,252,0.04385271164007937,1.4444444444444444,3812.84,-3846.09,3846.09,3.3340384615384617,3704.92,252
0.0,200.0,893a402527a3e806f3678fa6d4f934f4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2016-08-18,2017-08-17,364,252,0.0,1.4444444444444444,1296.9,-1293.3,1296.9,0.4368131868131868,1289.4,252
1.76068333333,100.0,b42bd28ef20e4000c3b253577d4e3803,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2016-08-18,2017-08-17,364,252,0.006986838624325397,1.4444444444444444,615.73,-616.32,616.32,0.20529670329670333,435.055,252
