O*NET-SOC Code,Title,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,"Determine Tasks, Priorities and Goals",E-Mail,Frequency of Decision Making,In an Open Vehicle or Operating Equipment,"Indoors, Environmentally Controlled","Indoors, Not Environmentally Controlled",Level of Competition,Physical Proximity,Telephone Conversations,Work Outcomes and Results of Other Workers,Written Letters and Memos,Analyzing Data or Information Combined,Inductive Reasoning Combined,Staffing Organizational Units Combined,Repairing Combined,Systems Analysis Combined,Control Precision Combined,Deductive Reasoning Combined,Repairing and Maintaining Mechanical Equipment Combined,Gross Body Equilibrium Combined,Performing General Physical Activities Combined,Instructing Combined,Extent Flexibility Combined,Quality Control Analysis Combined,Selling or Influencing Others Combined,Rate Control Combined,Documenting/Recording Information Combined,Information Ordering Combined,Mathematics Combined,Wrist-Finger Speed Combined,Science Combined,Problem Sensitivity Combined,Getting Information Combined,Establishing and Maintaining Interpersonal Relationships Combined,Complex Problem Solving Combined,Equipment Selection Combined,Evaluating Information to Determine Compliance with Standards Combined,Glare Sensitivity Combined,Learning Strategies Combined,Sound Localization Combined,Speed of Closure Combined,Repairing and Maintaining Electronic Equipment Combined,Developing Objectives and Strategies Combined,Speaking Combined,Visual Color Discrimination Combined,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined",Written Expression Combined,Operations Analysis Combined,Mathematical Reasoning Combined,Providing Consultation and Advice to Others Combined,Response Orientation Combined,Flexibility of Closure Combined,Installation Combined,Number Facility Combined,"Operating Vehicles, Mechanized Devices, or Equipment Combined",Speed of Limb Movement Combined,Judgment and Decision Making Combined,Coordinating the Work and Activities of Others Combined,Memorization Combined,Time Management Combined,Management of Personnel Resources Combined,Selective Attention Combined,Auditory Attention Combined,Dynamic Flexibility Combined,Management of Material Resources Combined,Time Sharing Combined,Category Flexibility Combined,Thinking Creatively Combined,Interpreting the Meaning of Information for Others Combined,Updating and Using Relevant Knowledge Combined,Oral Comprehension Combined,Troubleshooting Combined,Processing Information Combined,Reading Comprehension Combined,Active Learning Combined,"Identifying Objects, Actions, and Events Combined","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined",Critical Thinking Combined,Equipment Maintenance Combined,Speech Recognition Combined,Systems Evaluation Combined,Speech Clarity Combined,Arm-Hand Steadiness Combined,Management of Financial Resources Combined,Active Listening Combined,Scheduling Work and Activities Combined,Depth Perception Combined,Written Comprehension Combined,Operation and Control Combined,Performing Administrative Activities Combined,Perceptual Speed Combined,Visualization Combined,"Organizing, Planning, and Prioritizing Work Combined",Oral Expression Combined
15-1243.01,Data Warehousing Specialists,2.04,1.0,3.91,5.0,2.87,1.0,4.83,1.04,3.0,2.78,4.32,2.65,2.77,4.042857142857143,2.524285714285714,1.4487714285714284,1.0042857142857142,2.25,1.0,2.571428571428571,1.0,1.0,1.003342857142857,1.7822285714285715,1.0,1.4435714285714285,1.3955714285714285,1.0,2.005714285714286,2.645714285714285,1.9285714285714288,1.1734857142857142,1.157142857142857,2.19,3.4696,2.5192,2.31,1.062857142857143,2.3428571428571425,1.0,1.6364285714285711,1.0,1.5357142857142858,1.039,2.2074857142857143,2.2308,1.28,1.8431285714285717,2.4285714285714284,1.845,1.9449142857142856,2.6003285714285718,1.0,1.8571428571428568,1.0,1.9285714285714288,1.0021857142857142,1.0020571428571428,2.2308,1.9386,1.4464285714285716,1.7385714285714284,1.32,1.8571428571428568,1.1339285714285714,1.0,1.2036571428571428,1.22,2.25,3.334171428571428,2.7371857142857143,3.5392,2.571428571428571,1.0885714285714283,3.833714285714286,2.645714285714285,1.9285714285714288,3.0783571428571426,1.0685714285714285,2.596342857142857,1.0042857142857142,2.1607142857142856,2.125,2.02,1.0135714285714286,1.147857142857143,2.2928571428571427,1.9571428571428573,1.077942857142857,2.645714285714285,1.2036571428571428,1.6601142857142857,1.6665142857142858,1.6364285714285711,2.944,2.4285714285714284
15-1244.00,Network and Computer Systems Administrators,3.08,1.21,4.14,4.89,3.07,1.03,4.96,1.68,3.1,3.15,4.61,2.75,3.15,2.4281999999999995,2.571428571428571,1.0244428571428572,1.8914285714285717,2.596342857142857,1.5300000000000002,2.571428571428571,1.3785142857142856,1.0,1.3507428571428572,1.9722285714285717,1.2857142857142856,2.205357142857143,1.2966857142857142,1.1785714285714286,2.407314285714285,2.645714285714285,1.9657142857142855,1.335714285714286,1.4464285714285716,2.7142857142857144,2.974457142857143,2.178357142857143,2.571428571428571,1.8728571428571428,1.963728571428572,1.0,1.905,1.0,1.6665142857142858,2.6048,2.0656,2.3192,1.8057142857142856,1.629,2.205357142857143,1.9842857142857144,1.8914285714285717,1.9583285714285716,1.147857142857143,2.06,1.4179428571428572,1.8571428571428568,1.0664285714285715,1.0,2.596342857142857,1.6991999999999998,1.6875,2.1357142857142857,1.8571428571428568,2.06,1.3785714285714286,1.0,1.6875,1.5207142857142857,2.1635714285714283,2.6336571428571425,2.4127428571428573,3.5318285714285715,2.517857142857143,2.571428571428571,2.872,2.645714285714285,2.1357142857142857,2.8594571428571425,1.555,2.596342857142857,2.0,2.0608,2.6185714285714288,1.9085714285714288,1.5785714285714287,1.268571428571429,2.524285714285714,2.2064000000000004,1.2857142857142856,2.6950857142857143,2.0342857142857143,1.402114285714286,1.8571428571428568,1.94,3.3452000000000006,2.571428571428571
15-1251.00,Computer Programmers,2.21,1.0,3.4,5.0,2.33,1.0,4.26,1.03,3.55,2.56,3.41,2.69,1.67,3.876342857142857,2.524285714285714,1.2286857142857144,1.0,2.105,1.1408,2.524285714285714,1.0514285714285714,1.0,1.0798571428571428,1.6685714285714286,1.0,2.25,1.4369999999999998,1.0,2.6235142857142857,2.571428571428571,1.9449142857142856,1.0336571428571428,1.6875,2.4732142857142856,3.221328571428571,2.5505,2.524285714285714,1.0,2.4498571428571427,1.0,1.5165142857142857,1.0,1.302857142857143,1.333,2.4337142857142857,2.023657142857143,1.2857142857142856,2.703314285714286,2.205357142857143,2.1357142857142857,1.9449142857142856,2.5066,1.0,1.8914285714285717,1.0135714285714286,1.9449142857142856,1.0201428571428572,1.0,2.044642857142857,2.209514285714285,1.3785714285714286,1.9449142857142856,1.6364285714285711,1.9449142857142856,1.2142857142857144,1.0,1.1785714285714286,1.3785714285714286,1.837942857142857,3.7613571428571424,2.5490285714285714,3.4557714285714285,2.645714285714285,1.289285714285714,3.9079,2.19,1.9842857142857144,3.1988000000000003,1.1702857142857144,2.524285714285714,1.0,1.9642857142857144,2.096342857142857,1.9449142857142856,1.16,1.2142857142857144,2.571428571428571,1.5969285714285717,1.062857142857143,2.7142857142857144,1.0042857142857142,1.3193714285714286,1.7734857142857143,1.7385714285714284,2.7168,2.3392857142857144
15-1252.00,Software Developers,1.46,1.0,4.19,4.5,2.42,1.0,3.2,1.06,3.05,1.71,3.43,3.44,1.18,3.1805714285714286,2.3857142857142857,1.0719285714285711,1.0042857142857142,2.3857142857142857,1.062857142857143,2.571428571428571,1.0013714285714286,1.0,1.0918857142857143,1.837942857142857,1.0,1.6875,1.0636142857142858,1.0,2.5012,2.4522285714285714,1.8125,1.1607142857142858,1.3008,2.524285714285714,2.7718857142857143,2.400628571428572,2.19,1.28,2.8564,1.0,1.722057142857143,1.0,1.51,1.0659285714285711,2.5574285714285714,2.096342857142857,1.2857142857142856,1.6083571428571428,2.4285714285714284,2.0028571428571427,1.9077714285714285,2.2582285714285715,1.0042857142857142,1.5785714285714287,1.1257142857142857,1.5892857142857142,1.0027428571428572,1.0,2.4035714285714285,1.3924285714285711,1.3785714285714286,1.9842857142857144,1.467857142857143,1.872228571428572,1.147857142857143,1.0,1.0885714285714283,1.268571428571429,2.3392857142857144,3.592642857142857,2.3273714285714284,3.285142857142857,2.6185714285714288,1.5508,3.4432571428571426,2.517857142857143,2.2928571428571427,2.4174,1.1261714285714286,2.6950857142857143,1.0089285714285714,2.105,2.4008000000000003,1.9285714285714288,1.1339285714285714,1.1071428571428572,2.3192,2.249485714285714,1.0535714285714286,2.7207142857142856,1.25,1.3337714285714286,1.6364285714285711,1.4691999999999998,3.168228571428571,2.6185714285714288
15-1253.00,Software Quality Assurance Analysts and Testers,2.39,1.24,3.97,5.0,3.0,1.12,4.12,1.29,3.55,3.09,4.09,2.88,2.76,3.3285714285714283,2.7142857142857144,1.3157142857142858,1.0020571428571428,1.9085714285714288,1.1885714285714286,2.7142857142857144,1.015,1.0,1.0456,1.6665142857142858,1.0,2.2308,1.2563571428571427,1.0,2.967142857142857,2.571428571428571,1.6875,1.1257142857142857,1.78,2.765714285714286,3.528928571428572,3.091428571428572,2.0608,1.12,3.1522857142857146,1.0,1.8057142857142856,1.0,1.4464285714285716,1.0671428571428572,2.1207857142857143,2.645714285714285,1.2363428571428572,1.8480571428571428,2.596342857142857,2.023657142857143,1.8057142857142856,2.2122,1.0,2.023657142857143,1.25,1.4691999999999998,1.0070714285714286,1.0,2.096342857142857,2.4490285714285718,1.4017857142857142,1.8571428571428568,1.32,1.8571428571428568,1.2857142857142856,1.0,1.0442857142857145,1.625,1.9449142857142856,3.0112857142857146,2.2064,3.7264,2.765714285714286,1.8057142857142856,3.5012,2.765714285714286,1.9449142857142856,3.231,1.0590857142857142,2.596342857142857,1.0,2.0028571428571427,2.125,1.8571428571428568,1.2036571428571428,1.0442857142857145,2.645714285714285,2.3068714285714287,1.0442857142857145,2.765714285714286,1.1734857142857142,1.5729714285714285,1.9449142857142856,1.6364285714285711,3.2601142857142857,2.765714285714286
15-1254.00,Web Developers,2.5,1.17,4.08,4.79,3.25,1.0,4.38,1.08,3.83,2.75,4.17,3.12,2.54,2.5421428571428573,2.2071428571428573,1.3214285714285714,1.0,2.023657142857143,1.2036571428571428,2.645714285714285,1.0019428571428572,1.0,1.0252,1.8125,1.0,1.6875,1.4680857142857144,1.0,2.2721714285714283,2.3392857142857144,1.7200000000000002,1.1428571428571428,1.3214285714285714,2.4035714285714285,3.1625714285714284,2.6764,2.354914285714286,1.2857142857142856,2.2615285714285718,1.0,1.837942857142857,1.0,1.837942857142857,1.143571428571429,2.274842857142857,2.044642857142857,1.5785714285714287,2.125057142857143,2.096342857142857,2.4971428571428573,1.872228571428572,2.403442857142857,1.0020571428571428,2.023657142857143,1.0178571428571428,1.75,1.0114,1.0,2.1492,1.874542857142857,1.51,1.822857142857143,1.4435714285714285,1.9842857142857144,1.22,1.0,1.1607142857142858,1.22,2.125,3.7764285714285712,2.178314285714285,3.5849999999999995,2.571428571428571,1.4192,3.311728571428571,2.4971428571428573,2.2928571428571427,2.525714285714286,1.0928,2.524285714285714,1.0,2.2308,1.9285714285714288,2.0608,1.268571428571429,1.1339285714285714,2.25,2.479514285714286,1.0803571428571428,2.4522285714285714,1.0549142857142857,1.6771428571428573,1.8914285714285717,2.096342857142857,3.0785714285714287,2.2857142857142856
15-1255.01,Video Game Designers,2.05,1.05,4.05,5.0,3.1,1.05,4.75,1.1,4.35,2.95,3.3,3.15,2.2,2.8857142857142857,2.571428571428571,1.375,1.0,2.105,1.302857142857143,2.524285714285714,1.0,1.0,1.015,1.8728571428571428,1.0,1.268571428571429,1.828,1.0,2.4114285714285715,2.596342857142857,1.837942857142857,1.0442857142857145,1.0271428571428571,2.524285714285714,3.047857142857143,2.7,2.4522285714285714,1.0020571428571428,1.6646999999999998,1.0,1.8057142857142856,1.0,1.7200000000000002,1.0482142857142858,2.43,2.1750857142857143,1.837942857142857,2.035,2.596342857142857,1.8571428571428568,1.8057142857142856,2.107,1.0,1.8914285714285717,1.0020571428571428,1.8057142857142856,1.0,1.0,2.354914285714286,2.0042857142857144,1.6364285714285711,2.19,1.75,2.275,1.16,1.0,1.1885714285714286,1.6063428571428573,1.9657142857142855,4.565714285714286,2.157142857142857,3.0635714285714286,2.645714285714285,1.0020571428571428,3.0397142857142856,2.571428571428571,2.2928571428571427,2.7792857142857144,1.3532142857142857,2.524285714285714,1.0,2.044642857142857,2.1635714285714283,1.9449142857142856,1.3392000000000002,1.1734857142857142,2.596342857142857,1.85,1.0549142857142857,2.662857142857143,1.0,1.392857142857143,1.822857142857143,2.205357142857143,2.801428571428572,2.571428571428571
15-1299.01,Web Administrators,2.2,1.1,4.35,4.95,3.45,1.21,4.5,1.1,3.35,2.65,4.25,2.9,2.85,2.8642857142857143,2.524285714285714,1.4200000000000002,1.0020571428571428,2.086428571428572,1.2036571428571428,2.645714285714285,1.0916142857142856,1.0,1.0578571428571428,2.0342857142857143,1.0,2.023657142857143,1.5385714285714287,1.0,2.3145,2.275,1.3392000000000002,1.0206285714285714,1.3808,2.645714285714285,3.3328571428571427,2.944642857142857,2.524285714285714,1.147857142857143,2.4764285714285714,1.0,1.8571428571428568,1.0,1.7734857142857143,1.2928571428571427,2.4207142857142854,2.125,1.4179428571428572,1.6214285714285717,2.4522285714285714,1.875,1.8057142857142856,2.785,1.0,1.8914285714285717,1.0885714285714283,1.6665142857142858,1.0214285714285714,1.0,2.1492,2.4457142857142857,1.6942857142857144,1.8914285714285717,1.4906285714285716,1.8057142857142856,1.147857142857143,1.0,1.1734857142857142,1.335714285714286,1.9842857142857144,3.582857142857143,2.7648571428571422,3.502142857142857,2.821428571428571,1.6428571428571428,3.128214285714286,2.6950857142857143,2.1357142857142857,2.6635714285714283,1.392857142857143,2.765714285714286,1.0020571428571428,2.0028571428571427,2.1492,2.0028571428571427,1.2036571428571428,1.25,2.524285714285714,2.039642857142857,1.0803571428571428,2.765714285714286,1.12,2.3504285714285715,1.7200000000000002,1.7734857142857143,3.002357142857143,2.6950857142857143
15-1299.02,Geographic Information Systems Technologists and Technicians,1.92,1.26,3.91,4.92,3.12,1.17,4.81,1.9,3.1,2.79,4.55,3.03,2.92,3.9241000000000006,2.354914285714286,1.2020142857142857,1.0,1.655,1.197142857142857,2.524285714285714,1.0349857142857144,1.0,1.0933428571428572,1.5677714285714286,1.0,1.0336571428571428,1.3582857142857143,1.0,2.8202857142857143,2.354914285714286,1.9285714285714288,1.2592,1.24,2.25,3.485714285714286,2.916,2.044642857142857,1.0135714285714286,2.594785714285714,1.0,1.6364285714285711,1.0020571428571428,1.5165142857142857,1.2972285714285714,2.3983,2.2071428571428573,1.4179428571428572,2.665714285714286,2.125,1.157142857142857,2.06,2.219428571428572,1.0020571428571428,1.9657142857142855,1.0,1.8914285714285717,1.1331,1.0,2.0028571428571427,2.0578857142857148,1.4435714285714285,1.7385714285714284,1.6364285714285711,1.9257142857142855,1.231428571428571,1.0,1.0664285714285715,1.4542857142857144,2.086428571428572,3.132428571428571,2.8648,3.849785714285714,2.571428571428571,1.0042857142857142,3.845,2.645714285714285,1.8914285714285717,2.765342857142857,1.332542857142857,2.4035714285714285,1.0,2.1492,1.4691999999999998,2.0608,1.2592,1.0664285714285715,2.2071428571428573,2.337285714285714,1.0336571428571428,2.571428571428571,1.062857142857143,1.6364285714285716,1.625,2.105,2.9714285714285715,2.517857142857143
15-1299.03,Document Management Specialists,2.44,1.3,3.9,5.0,3.11,1.0,3.72,1.65,3.05,2.89,4.74,3.05,3.95,2.689642857142857,2.422142857142857,1.8325,1.0,2.265085714285714,1.25,2.354914285714286,1.0535714285714286,1.0,1.2742857142857145,1.8571428571428568,1.0,1.1071428571428572,2.0260714285714285,1.0,2.8803571428571426,2.524285714285714,1.4017857142857142,1.0042857142857142,1.0178571428571428,2.422142857142857,3.1214285714285714,2.781428571428571,2.354914285714286,1.0,3.0885714285714285,1.0,1.8571428571428568,1.0,1.655,1.1257142857142857,2.4547857142857143,1.9842857142857144,1.3392000000000002,1.948214285714286,2.571428571428571,1.4017857142857142,1.6063428571428573,2.7225,1.0,1.9085714285714288,1.0,1.467857142857143,1.0342857142857145,1.0,2.023657142857143,2.392857142857143,1.51,2.023657142857143,1.7200000000000002,1.8571428571428568,1.1734857142857142,1.0,1.268571428571429,1.6063428571428573,2.1607142857142856,2.1622857142857144,2.1839285714285714,2.837214285714286,2.7142857142857144,1.0,2.9800000000000004,2.596342857142857,2.044642857142857,2.628571428571429,1.1078285714285714,2.4732142857142856,1.0,1.9449142857142856,2.044642857142857,1.9285714285714288,1.268571428571429,1.231428571428571,2.524285714285714,2.3754285714285714,1.0803571428571428,2.645714285714285,1.0,2.6635714285714283,1.7385714285714284,1.6665142857142858,3.0,2.7142857142857144
15-1299.05,Information Security Engineers,2.79,1.32,4.26,5.0,3.42,1.05,4.79,1.26,3.63,2.53,4.63,3.16,3.11,3.4312142857142858,2.4971428571428573,1.5147285714285714,1.157142857142857,2.2308,1.0271428571428571,2.6185714285714288,1.0801,1.0089285714285714,1.1002571428571428,2.06,1.0135714285714286,2.0608,1.392742857142857,1.0135714285714286,3.2074857142857143,2.524285714285714,1.5165142857142857,1.25,1.1875,2.4035714285714285,3.395,2.411885714285714,2.205357142857143,1.25,3.0391428571428567,1.0,1.837942857142857,1.0,1.4691999999999998,1.3590285714285717,2.317042857142857,2.4714285714285715,1.5508,1.6297428571428572,2.3857142857142857,1.268571428571429,1.6942857142857144,2.679442857142857,1.0135714285714286,2.125,1.2036571428571428,1.6665142857142858,1.0564,1.0,2.125,2.391528571428572,1.7200000000000002,1.7385714285714284,1.6063428571428573,2.044642857142857,1.1885714285714286,1.0,1.25,1.4542857142857144,2.06,2.5922285714285715,2.845471428571429,3.726228571428571,2.894285714285714,1.5357142857142858,3.234571428571429,2.9522285714285714,2.1635714285714283,3.6144,1.6936,2.765714285714286,1.0535714285714286,2.422142857142857,2.275,2.2071428571428573,1.0535714285714286,1.25,2.6950857142857143,1.9527142857142856,1.1071428571428572,2.877142857142857,1.24,1.797914285714286,1.9842857142857144,1.5165142857142857,2.7497285714285717,2.765714285714286
15-1299.08,Computer Systems Engineers/Architects,2.9,1.36,4.0,4.82,3.57,1.1,4.67,2.0,3.62,2.7,4.55,3.15,2.85,2.7527714285714286,2.7142857142857144,1.4182,1.1071428571428572,2.645714285714285,1.1734857142857142,2.765714285714286,1.2714285714285714,1.0,1.4582285714285714,1.8914285714285717,1.0206285714285714,2.096342857142857,1.4023857142857143,1.0206285714285714,2.8932857142857147,2.645714285714285,1.8914285714285717,1.0549142857142857,1.8914285714285717,2.765714285714286,3.1677857142857144,2.4848,2.571428571428571,1.24,2.662857142857143,1.0,1.8914285714285717,1.0,1.7200000000000002,2.311728571428572,2.342714285714286,2.645714285714285,1.25,1.9195714285714285,2.821428571428571,2.7207142857142856,1.9449142857142856,2.6647857142857143,1.0,1.9449142857142856,1.0549142857142857,1.9449142857142856,1.1634,1.0,2.36,1.9945,1.7734857142857143,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.268571428571429,1.0,1.302857142857143,1.3392000000000002,2.2471428571428573,2.435085714285714,2.4151,3.405142857142857,2.928571428571429,1.5357142857142858,3.034785714285714,2.7142857142857144,2.542057142857143,2.904857142857143,2.1050714285714287,2.7142857142857144,1.1408,1.9449142857142856,2.6950857142857143,2.0028571428571427,1.1885714285714286,1.3808,2.7142857142857144,2.0045,1.0549142857142857,2.765714285714286,1.197142857142857,1.8229857142857144,1.8571428571428568,1.837942857142857,3.0828571428571427,2.7142857142857144
15-1299.09,Information Technology Project Managers,3.25,1.29,4.38,4.95,3.65,1.15,4.4,1.67,3.9,3.05,4.8,4.05,3.75,3.234571428571429,2.645714285714285,2.4586,1.0,2.4732142857142856,1.0,2.645714285714285,1.0552857142857142,1.0,1.2357142857142858,1.9842857142857144,1.0,1.4028571428571428,2.5021714285714287,1.0,3.2557857142857145,2.596342857142857,1.837942857142857,1.0020571428571428,1.24,2.645714285714285,3.621428571428571,3.6973,2.36,1.0,3.17,1.0,1.9285714285714288,1.0020571428571428,1.6665142857142858,1.3285,3.288185714285714,2.645714285714285,1.2857142857142856,3.034785714285714,2.7142857142857144,1.4928571428571429,1.8914285714285717,3.3657142857142857,1.0,1.8914285714285717,1.0,1.9449142857142856,1.09,1.0,2.4035714285714285,4.385771428571429,1.5892857142857142,2.662857142857143,2.645714285714285,1.7734857142857143,1.3008,1.0,2.096342857142857,1.32,2.205357142857143,2.983928571428572,3.288185714285714,3.7297142857142864,2.6950857142857143,1.0442857142857145,3.3908857142857145,2.7142857142857144,2.3192,3.3030000000000004,1.7266857142857144,2.894285714285714,1.0,2.354914285714286,2.3392857142857144,2.31,1.0,2.096342857142857,2.7142857142857144,3.932500000000001,1.1408,2.821428571428571,1.0020571428571428,2.696,1.6875,1.8057142857142856,4.309714285714286,2.7142857142857144
15-2011.00,Actuaries,1.67,1.11,3.86,5.0,3.08,1.0,5.0,1.0,3.62,2.7,4.48,3.04,3.85,4.470557142857143,3.0592,1.68,1.0,2.9008000000000003,1.0,3.091428571428572,1.0004,1.0,1.0064285714285717,1.845,1.0,1.1885714285714286,1.584257142857143,1.0,2.17,2.645714285714285,3.321428571428572,1.0357142857142856,1.302857142857143,2.6950857142857143,3.816828571428572,2.5928571428571425,2.98,1.0,3.157857142857143,1.0,1.9077714285714285,1.0,1.6063428571428573,1.0087,2.4317714285714285,2.6950857142857143,1.25,2.4443714285714284,2.7142857142857144,1.9285714285714288,3.585714285714286,2.9575,1.0,2.086428571428572,1.0,3.1750857142857143,1.0014,1.0,3.145,1.9828,1.5357142857142858,2.0,1.7734857142857143,2.086428571428572,1.231428571428571,1.0,1.268571428571429,1.4542857142857144,2.7142857142857144,2.6246285714285715,3.2018285714285715,3.5231285714285714,3.0357142857142856,1.0,4.2171,3.205357142857143,2.2857142857142856,3.0342571428571428,1.0236142857142858,3.205357142857143,1.0,2.36,2.98,2.4971428571428573,1.0,1.6364285714285711,2.765714285714286,1.9282,1.1257142857142857,3.0357142857142856,1.0,1.4360714285714284,1.7200000000000002,1.5165142857142857,2.821028571428571,3.0357142857142856
15-2021.00,Mathematicians,2.05,1.25,4.35,4.55,2.25,1.0,3.65,1.2,3.8,2.5,2.89,2.47,2.95,4.194999999999999,3.0077714285714285,1.2571428571428571,1.0,2.071428571428571,1.0,3.142857142857143,1.0178571428571428,1.0,1.01,2.1085714285714285,1.0,1.0357142857142856,1.3394285714285714,1.0,2.309285714285714,3.0077714285714285,4.428571428571429,1.0089285714285714,2.684285714285714,2.524285714285714,3.5650000000000004,2.044642857142857,3.091428571428572,1.0,1.6835714285714285,1.0,2.2471428571428573,1.0,1.9077714285714285,1.0739285714285711,2.3660714285714284,2.2857142857142856,1.1106285714285715,2.333928571428572,3.1750857142857143,1.5614285714285714,4.428571428571429,2.461428571428572,1.0,2.205357142857143,1.0,3.585714285714286,1.0021428571428572,1.0,2.571428571428571,1.9107142857142856,1.7734857142857143,1.75,1.302857142857143,1.9085714285714288,1.0664285714285715,1.0,1.0549142857142857,1.1885714285714286,2.645714285714285,4.462142857142857,3.3599999999999994,3.895357142857143,3.282057142857143,1.0,3.875714285714285,3.142857142857143,3.1942857142857144,1.7307142857142856,1.0278571428571428,3.2285714285714286,1.0,1.8571428571428568,2.0342857142857143,1.9449142857142856,1.0,1.0549142857142857,2.36,1.9910714285714288,1.0206285714285714,3.282057142857143,1.0,1.5775714285714284,1.7734857142857143,1.7200000000000002,2.6100000000000003,3.282057142857143
15-2031.00,Operations Research Analysts,1.81,1.24,4.05,4.81,2.9,1.14,4.86,1.67,3.65,2.33,4.1,2.95,3.1,4.245328571428572,3.0592,1.3435,1.0,2.596342857142857,1.0,3.005714285714286,1.048857142857143,1.0,1.048857142857143,1.8571428571428568,1.0,1.1734857142857142,1.9353142857142855,1.0,2.4059285714285714,2.6950857142857143,3.44,1.0206285714285714,2.044642857142857,2.765714285714286,4.012857142857142,2.7537142857142856,3.005714285714286,1.0,1.8886428571428573,1.0,1.8571428571428568,1.0,1.5357142857142858,1.0520714285714283,2.793857142857143,2.7142857142857144,1.12,2.932,2.7142857142857144,2.6696428571428568,3.375,3.238971428571429,1.0,1.9842857142857144,1.0,2.877142857142857,1.0638857142857143,1.0,2.8020571428571426,1.9435,1.7385714285714284,1.9085714285714288,1.6063428571428573,1.8571428571428568,1.0803571428571428,1.0,1.157142857142857,1.2857142857142856,2.4971428571428573,3.5508571428571427,3.5133142857142863,3.642914285714286,3.0357142857142856,1.0089285714285714,3.982857142857144,2.821428571428571,2.6950857142857143,3.5355571428571437,1.1596857142857142,2.765714285714286,1.0,1.9085714285714288,2.748571428571428,2.044642857142857,1.0,1.1734857142857142,2.7142857142857144,2.916357142857142,1.0089285714285714,3.0357142857142856,1.0020571428571428,1.4570285714285716,1.625,1.4192,3.1596857142857147,2.928571428571429
15-2041.00,Statisticians,2.2,1.19,4.14,5.0,3.19,1.05,4.35,1.43,3.1,2.65,4.44,2.95,3.42,4.786357142857144,3.091428571428572,1.4005,1.0,1.8914285714285717,1.0,3.0077714285714285,1.001,1.0,1.0027142857142857,1.837942857142857,1.0,1.16,1.5311428571428571,1.0,3.3205714285714283,2.571428571428571,3.982057142857143,1.0664285714285715,2.3857142857142857,2.125,3.715,2.734571428571429,2.6950857142857143,1.0,2.9680714285714287,1.0,1.9085714285714288,1.0,1.7734857142857143,1.0355,2.666,2.748571428571428,1.16,3.0507142857142857,3.091428571428572,1.94,3.678571428571429,3.224285714285714,1.0,1.8914285714285717,1.0,3.4722285714285714,1.0041428571428572,1.0,2.3192,2.157142857142857,1.6875,1.8571428571428568,1.4249999999999998,1.8057142857142856,1.1257142857142857,1.0,1.0803571428571428,1.2857142857142856,2.4035714285714285,3.468571428571429,4.097428571428572,3.805,3.091428571428572,1.0,4.438071428571428,3.091428571428572,2.524285714285714,3.1915714285714287,1.0092142857142856,2.928571428571429,1.0,1.9449142857142856,1.8914285714285717,2.354914285714286,1.0,1.1257142857142857,2.645714285714285,1.7285,1.0549142857142857,3.117142857142857,1.0,1.5914285714285714,1.7734857142857143,1.6364285714285711,3.267285714285715,3.0357142857142856
15-2041.01,Biostatisticians,2.12,1.04,4.12,4.71,2.87,1.0,4.17,1.05,3.35,2.62,3.92,3.25,3.0,4.103771428571428,3.321428571428572,1.5779285714285716,1.0,2.1750857142857143,1.0206285714285714,3.1750857142857143,1.0144857142857142,1.0,1.0842857142857143,2.211428571428572,1.0,1.1339285714285714,1.3373857142857142,1.0,2.4000000000000004,2.748571428571428,3.6477714285714287,1.0271428571428571,2.98,2.645714285714285,2.880457142857143,2.5711714285714287,2.928571428571429,1.0442857142857145,2.013442857142857,1.0,2.3192,1.0,1.8571428571428568,1.039928571428571,2.2052285714285715,2.928571428571429,1.0992,1.706714285714286,3.0077714285714285,1.9657142857142855,3.321428571428572,2.9380571428571427,1.0,1.8571428571428568,1.0,2.6185714285714288,1.0144857142857142,1.0,2.877142857142857,1.9140714285714289,1.7734857142857143,2.0,1.78,1.7734857142857143,1.0664285714285715,1.0,1.1071428571428572,1.22,2.4971428571428573,2.7733,3.2877142857142854,3.468228571428571,3.1942857142857144,1.0,3.382028571428571,3.1942857142857144,3.091428571428572,2.5016142857142856,1.0305,3.091428571428572,1.0,2.524285714285714,2.1357142857142857,2.6950857142857143,1.0357142857142856,1.1339285714285714,2.748571428571428,2.1286,1.0664285714285715,3.2285714285714286,1.0020571428571428,1.4349142857142858,1.7734857142857143,1.8914285714285717,3.1123142857142856,3.282057142857143
