O*NET-SOC Code,Title,Active Learning Combined,Active Listening Combined,Assisting and Caring for Others Combined,Auditory Attention Combined,Category Flexibility Combined,Complex Problem Solving Combined,Controlling Machines and Processes Combined,Coordinating the Work and Activities of Others Combined,Coordination Combined,Critical Thinking Combined,Deductive Reasoning Combined,"Determine Tasks, Priorities and Goals",Developing Objectives and Strategies Combined,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined",Dynamic Flexibility Combined,Equipment Maintenance Combined,Equipment Selection Combined,Establishing and Maintaining Interpersonal Relationships Combined,Explosive Strength Combined,Extent Flexibility Combined,Flexibility of Closure Combined,Fluency of Ideas Combined,Glare Sensitivity Combined,"Guiding, Directing, and Motivating Subordinates Combined","Identifying Objects, Actions, and Events Combined",In an Open Vehicle or Operating Equipment,"Indoors, Environmentally Controlled","Indoors, Not Environmentally Controlled",Inductive Reasoning Combined,"Inspecting Equipment, Structures, or Materials Combined",Installation Combined,"Judging the Qualities of Objects, Services, or People Combined",Judgment and Decision Making Combined,Learning Strategies Combined,Level of Competition,Making Decisions and Solving Problems Combined,Management of Financial Resources Combined,Management of Material Resources Combined,Management of Personnel Resources Combined,Mathematical Reasoning Combined,Mathematics Combined,Memorization Combined,Monitoring Combined,"Monitoring Processes, Materials, or Surroundings Combined",Monitoring and Controlling Resources Combined,Night Vision Combined,Number Facility Combined,"Operating Vehicles, Mechanized Devices, or Equipment Combined",Operation and Control Combined,Operations Analysis Combined,Operations Monitoring Combined,Oral Comprehension Combined,Oral Expression Combined,"Organizing, Planning, and Prioritizing Work Combined",Performing Administrative Activities Combined,Performing General Physical Activities Combined,Physical Proximity,Problem Sensitivity Combined,Providing Consultation and Advice to Others Combined,Quality Control Analysis Combined,Rate Control Combined,Reading Comprehension Combined,Repairing Combined,Repairing and Maintaining Electronic Equipment Combined,Repairing and Maintaining Mechanical Equipment Combined,Response Orientation Combined,Scheduling Work and Activities Combined,Science Combined,Selective Attention Combined,Selling or Influencing Others Combined,Sound Localization Combined,Speaking Combined,Speech Clarity Combined,Speech Recognition Combined,Speed of Closure Combined,Speed of Limb Movement Combined,Spend Time Keeping or Regaining Balance,Staffing Organizational Units Combined,Systems Analysis Combined,Systems Evaluation Combined,Telephone Conversations,Time Management Combined,Time Sharing Combined,Troubleshooting Combined,Updating and Using Relevant Knowledge Combined,Visual Color Discrimination Combined,Work Outcomes and Results of Other Workers,Wrist-Finger Speed Combined,Written Comprehension Combined,Written Expression Combined,Written Letters and Memos
19-2041.01,Climate Change Policy Analysts,2.524285714285714,2.662857142857143,1.1777285714285717,1.1257142857142857,1.9842857142857144,2.6185714285714288,1.037542857142857,2.1714285714285717,1.8571428571428568,2.7142857142857144,2.7142857142857144,4.09,3.137342857142857,1.022657142857143,1.0,1.0,1.0,3.284342857142857,1.0,1.0,1.9449142857142856,1.9449142857142856,1.0,1.9856,2.711142857142857,1.09,4.48,1.39,2.7142857142857144,1.0507428571428572,1.0,1.9403428571428571,2.096342857142857,1.8914285714285717,3.39,3.5179,1.25,1.25,1.7200000000000002,1.8571428571428568,1.9285714285714288,1.6364285714285711,2.1357142857142857,1.7735571428571428,1.5284285714285717,1.0,1.8571428571428568,1.0178285714285715,1.0,1.3392000000000002,1.1428571428571428,2.821428571428571,2.821428571428571,3.2645285714285714,1.536142857142857,1.0305,2.43,2.571428571428571,2.492714285714285,1.0020571428571428,1.0,2.9732142857142856,1.0,1.0244285714285717,1.012257142857143,1.0,2.3145714285714285,1.6364285714285711,1.8571428571428568,2.036,1.0,2.748571428571428,2.3192,2.3192,1.6875,1.0,1.0,1.5342142857142858,2.3857142857142857,2.354914285714286,4.55,2.1492,1.6063428571428573,1.0,3.747,1.32,3.26,1.0020571428571428,3.0335714285714284,2.765714285714286,3.36
19-2041.02,Environmental Restoration Planners,2.4285714285714284,2.6950857142857143,1.3791857142857142,1.2857142857142856,2.3192,2.645714285714285,1.2064,3.257,2.2471428571428573,2.765714285714286,2.748571428571428,4.38,3.1214285714285714,1.5217,1.0,1.0,1.0271428571428571,3.242,1.0020571428571428,1.157142857142857,1.8914285714285717,2.3192,1.1257142857142857,2.2670714285714286,3.091728571428572,1.95,3.59,2.55,2.821428571428571,1.9494571428571428,1.0,2.4450285714285718,2.645714285714285,1.9285714285714288,3.27,3.592642857142857,1.4821428571428572,1.5357142857142858,1.7734857142857143,2.19,2.086428571428572,1.5677714285714286,2.524285714285714,3.265285714285714,2.4391142857142856,1.0885714285714283,2.044642857142857,1.5458857142857143,1.36,1.7385714285714284,1.6364285714285711,3.0357142857142856,2.928571428571429,3.5073142857142856,2.271514285714286,2.1793571428571425,2.86,2.571428571428571,2.812857142857143,1.4691999999999998,1.1106285714285715,2.748571428571428,1.0,1.137657142857143,1.1146285714285715,1.2036571428571428,3.0692142857142857,2.3857142857142857,1.8057142857142856,1.7982714285714283,1.0664285714285715,2.6950857142857143,2.524285714285714,2.524285714285714,1.6942857142857144,1.0357142857142856,1.5,2.1450714285714287,2.4522285714285714,2.3392857142857144,4.64,1.9657142857142855,1.7200000000000002,1.0664285714285715,3.5926428571428564,1.7734857142857143,3.35,1.0442857142857145,2.98,2.877142857142857,3.55
19-2041.03,Industrial Ecologists,2.4971428571428573,2.7142857142857144,1.0846857142857145,1.2142857142857144,2.3857142857142857,2.571428571428571,1.1098,1.8973428571428568,1.8571428571428568,2.748571428571428,3.117142857142857,4.39,2.6391,1.221228571428571,1.0,1.0,1.0,2.205714285714285,1.0,1.0,2.205357142857143,2.36,1.0,1.8874,2.236542857142857,1.32,3.36,2.09,3.0592,1.3844285714285711,1.0042857142857142,2.221157142857143,2.8150000000000004,2.0,3.41,2.906257142857143,1.32,1.3392000000000002,1.8571428571428568,2.4522285714285714,2.36,1.5165142857142857,2.1750857142857143,2.3204857142857143,1.9072857142857145,1.0,2.071428571428571,1.0412285714285714,1.0,1.5677714285714286,1.1408,2.9171428571428573,2.954285714285714,2.560328571428572,1.6601142857142857,1.0713142857142857,2.59,2.9008000000000003,3.0064285714285712,1.3008,1.0,3.117142857142857,1.0,1.0624,1.037,1.0,1.8973428571428568,2.542057142857143,1.7385714285714284,1.7472142857142856,1.0,2.7142857142857144,2.327857142857143,2.4035714285714285,1.75,1.0,1.18,1.3298285714285716,2.6185714285714288,2.3192,4.23,1.8914285714285717,1.2857142857142856,1.0,3.3972571428571428,1.22,2.95,1.1339285714285714,2.9171428571428573,3.091428571428572,3.5
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2.205357142857143,2.748571428571428,1.2619142857142855,1.25,2.821428571428571,2.6950857142857143,1.4903142857142857,2.495371428571429,1.9842857142857144,2.821428571428571,2.877142857142857,4.12,2.7030000000000003,1.5418428571428573,1.0,1.0,1.12,2.9131428571428573,1.0020571428571428,1.0664285714285715,2.125,2.3192,1.0803571428571428,2.3456,3.578457142857143,1.74,3.94,2.41,3.005714285714286,1.5314857142857143,1.0,2.274285714285714,2.645714285714285,1.9449142857142856,3.34,3.333257142857143,1.12,1.0664285714285715,1.6063428571428573,2.6696428571428568,2.4008000000000003,1.4691999999999998,2.023657142857143,2.825357142857143,1.964457142857143,1.0664285714285715,2.125,1.5153142857142856,1.25,1.722057142857143,1.268571428571429,3.1942857142857144,3.142857142857143,3.367728571428572,1.9436571428571423,1.8427571428571428,2.56,2.821428571428571,2.794942857142857,1.2857142857142856,1.1106285714285715,3.1750857142857143,1.0,1.2854571428571429,1.3342857142857143,1.1408,2.4398285714285715,2.98,1.822857142857143,1.6101714285714286,1.0549142857142857,2.877142857142857,2.6185714285714288,2.265085714285714,1.7734857142857143,1.0206285714285714,1.48,1.636514285714286,2.125,2.086428571428572,4.12,1.7734857142857143,1.3571428571428572,1.0442857142857145,3.7531142857142856,1.6665142857142858,2.94,1.1785714285714286,3.2285714285714286,2.877142857142857,3.26
19-2043.00,Hydrologists,2.6393714285714287,2.645714285714285,1.2418,1.32,2.571428571428571,2.6185714285714288,1.4152857142857145,2.534,1.9449142857142856,2.928571428571429,2.8514285714285714,4.05,2.7228571428571438,1.399,1.0,1.32,1.2036571428571428,2.7982,1.0535714285714286,1.197142857142857,2.4035714285714285,2.4714285714285715,1.0089285714285714,2.5010857142857144,3.4576857142857143,1.65,4.0,2.57,2.9008000000000003,1.862242857142857,1.268571428571429,2.2360857142857142,2.3392857142857144,1.9657142857142855,3.55,3.686071428571428,1.1607142857142858,1.25,1.7200000000000002,2.8020571428571426,2.7207142857142856,1.7385714285714284,2.4285714285714284,3.202857142857143,1.9778285714285715,1.0089285714285714,2.2857142857142856,1.398285714285714,1.2363428571428572,1.5165142857142857,1.5508,3.142857142857143,3.091428571428572,3.227928571428571,1.5393142857142856,1.7639285714285715,2.57,2.748571428571428,2.607142857142857,1.7200000000000002,1.0089285714285714,2.9008000000000003,1.1734857142857142,1.6609857142857145,1.3824999999999998,1.0271428571428571,2.456457142857143,2.8020571428571426,1.7734857142857143,1.6532142857142855,1.0206285714285714,2.6185714285714288,2.25,2.265085714285714,1.7200000000000002,1.0020571428571428,1.43,1.7240714285714285,2.275,2.0342857142857143,4.39,1.8728571428571428,1.4017857142857142,1.2857142857142856,3.4671428571428566,1.6063428571428573,3.04,1.1408,3.142857142857143,2.98,3.22
19-2099.01,Remote Sensing Scientists and Technologists,2.36,2.645714285714285,1.124342857142857,1.25,2.6185714285714288,2.6185714285714288,1.624,2.2697142857142856,1.8571428571428568,2.877142857142857,3.145,4.08,2.787428571428572,1.592457142857143,1.0,1.0,1.0357142857142856,2.6272,1.0,1.0020571428571428,2.2071428571428573,2.4522285714285714,1.0,2.3172571428571427,2.9888,1.26,4.54,1.56,3.0892857142857144,1.7262285714285714,1.0,2.412571428571429,2.6185714285714288,1.9449142857142856,3.24,3.625942857142857,1.147857142857143,1.22,1.8057142857142856,2.748571428571428,2.6185714285714288,1.6063428571428573,2.3192,2.6325142857142856,1.9545142857142856,1.0,2.4971428571428573,1.2614857142857143,1.231428571428571,2.1635714285714283,1.5357142857142858,3.0357142857142856,3.0357142857142856,3.2880000000000003,2.005714285714286,1.2852571428571429,2.79,2.765714285714286,2.5488,1.345,1.0089285714285714,3.0357142857142856,1.0,1.6253714285714285,1.1184,1.0,2.7197714285714287,2.645714285714285,1.8571428571428568,1.4109714285714283,1.0,2.748571428571428,2.354914285714286,2.105,1.51,1.0,1.17,1.6507428571428573,2.4522285714285714,2.4522285714285714,4.38,1.837942857142857,1.51,1.0535714285714286,3.4557714285714285,1.5614285714285714,3.09,1.0271428571428571,3.091428571428572,2.98,3.38
19-3011.00,Economists,2.6185714285714288,2.7142857142857144,1.1314,1.0803571428571428,1.9842857142857144,2.6185714285714288,1.0036,1.97,1.8571428571428568,3.117142857142857,2.928571428571429,4.21,2.5227714285714287,1.0065142857142857,1.0,1.0,1.0,2.6767000000000003,1.0,1.0,1.7385714285714284,2.645714285714285,1.0,2.2385714285714284,2.823442857142857,1.04,4.25,1.08,2.9522285714285714,1.0207142857142857,1.0,2.523571428571429,2.765714285714286,2.1357142857142857,3.88,3.584485714285714,1.0885714285714283,1.0664285714285715,1.51,2.9522285714285714,2.894285714285714,1.7734857142857143,2.096342857142857,1.6500571428571429,1.4406714285714286,1.0,2.4714285714285715,1.0,1.0,1.6364285714285711,1.0442857142857145,3.091428571428572,3.091428571428572,3.1008857142857145,1.690514285714286,1.0024,2.5,2.4971428571428573,2.8357142857142854,1.0089285714285714,1.0,3.117142857142857,1.0,1.0138,1.000457142857143,1.0,2.0314,1.22,1.6875,1.7516285714285715,1.0,2.877142857142857,2.821428571428571,2.4035714285714285,1.4179428571428572,1.0,1.0,1.4242857142857144,2.1750857142857143,2.1635714285714283,4.42,1.8571428571428568,1.2857142857142856,1.0,3.9792,1.1339285714285714,3.38,1.0206285714285714,3.2285714285714286,3.142857142857143,3.79
19-3011.01,Environmental Economists,2.645714285714285,2.821428571428571,1.0837,1.0042857142857142,2.044642857142857,2.4522285714285714,1.017742857142857,1.4542857142857144,1.8571428571428568,2.821428571428571,2.645714285714285,4.77,2.3457857142857144,1.0004,1.0,1.0,1.0,2.102857142857143,1.0,1.0,2.0342857142857143,2.2857142857142856,1.0,1.6042857142857143,3.1863571428571427,1.04,4.7,1.22,2.645714285714285,1.0079285714285715,1.0,2.6456857142857144,2.4971428571428573,2.205357142857143,3.85,3.3625142857142856,1.9842857142857144,1.3392000000000002,1.6063428571428573,3.117142857142857,3.0357142857142856,1.8571428571428568,2.3392857142857144,1.4403,1.3456,1.0,2.6950857142857143,1.0004,1.0,1.302857142857143,1.0,3.091428571428572,3.091428571428572,2.6010428571428568,1.4435714285714285,1.0081428571428572,2.26,2.6950857142857143,2.483028571428571,1.157142857142857,1.0,3.0357142857142856,1.0,1.0022,1.0,1.0,1.5740714285714286,1.5165142857142857,1.9449142857142856,1.2233285714285715,1.0042857142857142,2.4714285714285715,2.8020571428571426,2.4971428571428573,1.5614285714285714,1.0,1.0,1.1467,2.275,2.1357142857142857,3.56,1.8571428571428568,1.4179428571428572,1.0,3.6732,1.2857142857142856,2.52,1.0020571428571428,3.265714285714286,3.0357142857142856,2.78
19-3022.00,Survey Researchers,2.748571428571428,3.0335714285714284,1.3417142857142856,1.12,2.4285714285714284,2.596342857142857,1.0925714285714283,2.684285714285714,2.105,3.265714285714286,3.005714285714286,4.0,2.6378285714285714,1.0292,1.0,1.0,1.0,3.1312,1.0,1.0,2.0028571428571427,2.275,1.0,2.5028,2.4454857142857143,1.08,4.77,1.44,3.31,1.2317714285714283,1.0,1.8886857142857143,2.524285714285714,2.125,3.08,3.579142857142857,1.1257142857142857,1.16,1.8571428571428568,2.821428571428571,2.98,1.6063428571428573,2.06,2.2466285714285714,2.3749714285714285,1.0,2.6950857142857143,1.0046285714285714,1.0,1.6364285714285711,1.1071428571428572,2.9522285714285714,3.005714285714286,3.6112428571428574,2.0934857142857144,1.0352857142857144,2.46,2.2928571428571427,2.8714285714285714,1.289285714285714,1.0,3.145,1.0,1.0532285714285714,1.0114,1.0,2.7952000000000004,1.8057142857142856,1.822857142857143,1.479085714285714,1.0,2.9732142857142856,2.7142857142857144,2.645714285714285,1.7734857142857143,1.0,1.04,2.0042857142857144,2.044642857142857,2.125,4.35,2.096342857142857,1.32,1.0,3.2352000000000003,1.1339285714285714,3.69,1.0549142857142857,3.0892857142857144,3.2935714285714286,3.04
19-3032.00,Industrial-Organizational Psychologists,2.6950857142857143,3.2308,1.5152571428571429,1.0803571428571428,2.571428571428571,2.765714285714286,1.0171428571428571,2.701142857142857,2.571428571428571,3.005714285714286,3.0592,4.58,3.0904000000000003,1.0,1.0,1.0,1.0,4.057599999999999,1.0,1.0,1.8057142857142856,2.748571428571428,1.0,2.8125714285714287,2.8474285714285714,1.04,4.38,1.5,2.8363428571428573,1.017742857142857,1.0,2.986857142857143,2.782857142857143,2.4971428571428573,3.27,3.812571428571428,1.3808,1.3392000000000002,2.36,2.596342857142857,2.3857142857142857,1.6942857142857144,2.748571428571428,1.9644714285714289,1.8897142857142852,1.0,2.096342857142857,1.0,1.0,2.25,1.25,3.205357142857143,3.3563428571428573,3.88,2.0428571428571427,1.030857142857143,2.77,2.821428571428571,4.491428571428571,1.2857142857142856,1.0,3.2935714285714286,1.0,1.0022857142857142,1.0,1.0,2.381828571428572,2.524285714285714,1.8328571428571427,2.464,1.0,3.0592,2.821428571428571,2.765714285714286,1.75,1.0,1.0,3.1602571428571427,2.748571428571428,2.928571428571429,4.56,2.4035714285714285,1.4464285714285716,1.0,3.64,1.28,3.6,1.0,3.3563428571428573,3.265714285714286,3.08
19-3033.00,Clinical and Counseling Psychologists,2.596342857142857,3.265714285714286,3.982857142857142,1.4542857142857144,2.3192,2.4732142857142856,1.0377142857142858,1.6061714285714286,2.1142857142857143,3.0335714285714284,2.7142857142857144,4.68,2.800342857142857,1.0102857142857142,1.0,1.0,1.0,4.112228571428571,1.0,1.0,1.8914285714285717,2.571428571428571,1.0,2.0205714285714285,2.558857142857143,1.08,4.46,1.52,2.765714285714286,1.0857142857142856,1.0,3.018971428571428,2.4732142857142856,2.31,3.32,3.999428571428571,1.062857142857143,1.062857142857143,1.75,1.4017857142857142,1.3785714285714286,1.6875,2.524285714285714,2.3184000000000005,1.2422857142857144,1.0,1.3392000000000002,1.0208,1.0,1.0664285714285715,1.0942857142857143,3.414285714285714,3.585714285714286,2.8768,2.392,1.0372428571428571,3.44,3.052142857142857,3.2326857142857146,1.0,1.0,3.346428571428571,1.0,1.0048,1.0013714285714286,1.0,2.4784,1.394285714285714,1.8839285714285712,1.3877714285714284,1.0,2.894285714285714,2.765714285714286,2.765714285714286,1.6063428571428573,1.0,1.12,1.2916571428571428,1.8914285714285717,1.9285714285714288,4.4,2.044642857142857,1.4179428571428572,1.0,3.6639999999999993,1.2857142857142856,2.56,1.0357142857142856,3.25,3.0335714285714284,4.0
19-3034.00,School Psychologists,2.4522285714285714,3.172857142857143,2.3923428571428573,1.2036571428571428,2.086428571428572,2.571428571428571,1.016457142857143,1.8775,2.354914285714286,2.765714285714286,2.8363428571428573,4.48,1.6322142857142856,1.0042857142857142,1.0,1.0,1.0,3.410728571428572,1.0,1.0,1.8914285714285717,2.023657142857143,1.0,1.6557142857142857,2.4834285714285715,1.09,4.97,1.16,2.877142857142857,1.0825428571428573,1.0,1.2696571428571428,2.645714285714285,2.3857142857142857,2.16,2.722257142857143,1.0,1.0,1.7200000000000002,1.837942857142857,1.595,1.655,2.7142857142857144,2.476,1.1753714285714283,1.0,1.75,1.0222571428571428,1.0,1.12,1.0942857142857143,3.3563428571428573,3.2935714285714286,2.8798000000000004,2.025,1.0027857142857144,3.23,2.821428571428571,2.3056,1.0206285714285714,1.0,3.205357142857143,1.0,1.0042857142857142,1.0022285714285717,1.0,1.7304,1.25,1.822857142857143,1.1668571428571428,1.0,2.9732142857142856,2.7142857142857144,2.645714285714285,1.4249999999999998,1.0,1.06,1.1103571428571428,2.023657142857143,2.06,4.25,2.2308,1.7734857142857143,1.0,2.433528571428572,1.147857142857143,1.99,1.0271428571428571,3.1750857142857143,3.0357142857142856,3.05
19-3039.02,Neuropsychologists,2.8020571428571426,3.31,3.474057142857144,1.4435714285714285,2.6185714285714288,3.0592,1.2288,1.8976,2.086428571428572,3.145,3.265714285714286,4.4,2.3216,1.062857142857143,1.0,1.0,1.0,3.3990857142857145,1.0,1.0,1.9842857142857144,2.205357142857143,1.0,1.9346285714285716,3.275657142857143,1.0,4.84,1.28,3.597771428571429,1.54,1.0,2.9254857142857142,3.0335714285714284,2.517857142857143,3.84,3.9744,1.1607142857142858,1.147857142857143,1.7734857142857143,1.9285714285714288,1.9657142857142855,1.8057142857142856,2.542057142857143,2.9158857142857144,1.9185142857142856,1.0,1.6665142857142858,1.0013714285714286,1.0020571428571428,1.157142857142857,1.25,3.69,3.625,3.2025142857142863,2.358057142857142,1.124342857142857,3.75,3.2285714285714286,2.9789714285714286,1.3571428571428572,1.0,3.69,1.0,1.0704,1.024,1.0020571428571428,2.3485714285714288,2.4522285714285714,1.9449142857142856,1.2162285714285714,1.0,3.205357142857143,2.877142857142857,2.765714285714286,1.78,1.0,1.2,1.4464285714285716,2.086428571428572,2.205357142857143,4.32,1.9842857142857144,1.655,1.12,3.9328,1.3008,2.68,1.2592,3.585714285714286,3.625,3.92
19-3039.03,Clinical Neuropsychologists,2.7207142857142856,3.172857142857143,3.589257142857143,1.335714285714286,2.748571428571428,2.765714285714286,1.1071714285714285,1.9052285714285715,2.4285714285714284,3.0335714285714284,3.172857142857143,4.54,2.252714285714286,1.0402,1.0042857142857142,1.0,1.0,3.469257142857143,1.0042857142857142,1.0042857142857142,2.3392857142857144,2.2471428571428573,1.0,2.441628571428572,3.895,1.0,5.0,1.17,3.2935714285714286,1.4839285714285713,1.0,3.232857142857143,2.894285714285714,2.3857142857142857,3.67,3.855,1.197142857142857,1.1734857142857142,1.8125,1.822857142857143,1.6665142857142858,1.8914285714285717,2.4522285714285714,3.25,1.4114,1.0,1.7200000000000002,1.0099,1.0,1.0535714285714286,1.157142857142857,3.6142857142857134,3.375,3.0736,2.154057142857143,1.130842857142857,3.58,3.321428571428572,3.4157714285714285,1.0206285714285714,1.0042857142857142,3.117142857142857,1.0,1.0190571428571429,1.0049714285714286,1.0042857142857142,1.9588,1.6665142857142858,2.0608,1.2509714285714286,1.0,2.7142857142857144,2.571428571428571,2.748571428571428,1.8571428571428568,1.0042857142857142,1.21,1.4528857142857143,1.8328571428571427,1.625,4.13,2.19,1.7385714285714284,1.0,3.848371428571428,1.3571428571428572,2.96,1.25,3.4564285714285714,3.145,4.3
19-3041.00,Sociologists,2.821428571428571,3.0592,1.5592857142857142,1.077942857142857,2.3857142857142857,2.4522285714285714,1.0835714285714286,2.5442857142857145,1.9449142857142856,2.877142857142857,2.765714285714286,4.65,2.7792857142857144,1.0007142857142857,1.0,1.0,1.0,3.1542857142857144,1.0,1.0,1.7200000000000002,2.2471428571428573,1.0,2.1567857142857143,3.378571428571428,1.05,3.89,1.1,2.8363428571428573,1.2367857142857144,1.0,2.9131428571428573,2.4035714285714285,2.748571428571428,3.89,3.4232142857142858,1.0664285714285715,1.147857142857143,1.8057142857142856,2.0,1.9077714285714285,1.5892857142857142,2.3857142857142857,2.2786428571428567,1.719642857142857,1.0,1.5165142857142857,1.01,1.0,1.4928571428571429,1.0206285714285714,3.321428571428572,3.321428571428572,3.421428571428572,2.044642857142857,1.0785714285714283,2.95,2.2928571428571427,2.388285714285714,1.0020571428571428,1.0,3.0357142857142856,1.0,1.0160714285714283,1.0,1.0,2.452857142857143,2.023657142857143,1.7200000000000002,1.4373285714285715,1.0,3.0592,2.954285714285714,2.4522285714285714,1.3392000000000002,1.0,1.0,1.585,2.06,1.9449142857142856,3.74,1.822857142857143,1.32,1.0,3.925,1.147857142857143,3.0,1.0271428571428571,3.117142857142857,3.117142857142857,3.68
19-3051.00,Urban and Regional Planners,2.3242857142857147,2.9522285714285714,1.3584,1.231428571428571,2.3857142857142857,2.6185714285714288,1.0054857142857143,3.2352000000000003,2.205357142857143,2.821428571428571,2.6950857142857143,4.12,4.017142857142857,1.1097142857142857,1.0,1.0,1.0,3.7552,1.0,1.0,1.8914285714285717,2.542057142857143,1.0,2.508571428571429,2.6539428571428574,1.0,4.46,1.92,2.645714285714285,1.062857142857143,1.0,2.3124571428571428,2.894285714285714,1.822857142857143,2.84,4.023999999999999,1.5892857142857142,1.4017857142857142,1.8914285714285717,1.9657142857142855,2.0,1.4464285714285716,2.0342857142857143,2.200685714285714,2.3184000000000005,1.0,1.9285714285714288,1.096,1.0271428571428571,2.1357142857142857,1.12,3.005714285714286,3.0592,3.767142857142857,2.0816,1.0553142857142856,2.8,2.765714285714286,2.7700571428571426,1.1107142857142858,1.0,2.877142857142857,1.0,1.0018285714285715,1.0002285714285717,1.0,2.927314285714286,1.6364285714285711,1.7734857142857143,2.0957714285714286,1.0,2.894285714285714,2.7142857142857144,2.596342857142857,1.4910714285714284,1.0,1.0,2.176,2.765714285714286,2.571428571428571,4.76,2.205357142857143,1.6875,1.0,3.592,1.6875,3.12,1.077942857142857,2.821428571428571,2.877142857142857,4.16
19-3091.00,Anthropologists and Archeologists,2.748571428571428,2.9522285714285714,1.3857142857142857,1.268571428571429,2.6950857142857143,2.524285714285714,1.1982142857142857,2.3975,1.9842857142857144,3.117142857142857,3.0592,4.5,2.541428571428572,1.0274857142857143,1.0020571428571428,1.0,1.0020571428571428,3.8475,1.0089285714285714,1.1607142857142858,2.524285714285714,2.571428571428571,1.0089285714285714,2.305357142857143,3.4793571428571437,1.37,3.74,2.5,3.0357142857142856,1.177142857142857,1.0,3.1048571428571425,2.1635714285714283,2.3192,3.79,3.216428571428571,1.22,1.2857142857142856,1.8571428571428568,1.7734857142857143,1.75,1.7734857142857143,2.2928571428571427,2.462628571428572,2.0703571428571426,1.0,1.7036571428571428,1.125,1.0357142857142856,1.062857142857143,1.1071428571428572,3.321428571428572,3.4722285714285714,3.101785714285714,2.0175,1.4642857142857144,3.05,2.19,2.5267857142857144,1.077942857142857,1.0,3.2285714285714286,1.0,1.1008,1.0252571428571429,1.0020571428571428,2.510714285714286,1.8571428571428568,1.9449142857142856,1.4375,1.0,3.205357142857143,2.821428571428571,2.4732142857142856,1.8057142857142856,1.0,1.21,1.71,1.8571428571428568,1.8057142857142856,3.76,1.8571428571428568,1.6875,1.0,3.695714285714285,1.7385714285714284,2.53,1.147857142857143,3.414285714285714,3.4722285714285714,3.35
19-3092.00,Geographers,2.542057142857143,2.6185714285714288,1.36,1.1607142857142858,2.542057142857143,2.2928571428571427,1.2857142857142856,2.1142857142857143,1.8571428571428568,2.7142857142857144,2.765714285714286,4.45,2.562971428571428,1.3367857142857142,1.0,1.0020571428571428,1.0,2.8857142857142857,1.0,1.0020571428571428,2.06,2.125,1.0020571428571428,1.664285714285714,2.9175000000000004,1.1,4.55,2.15,2.894285714285714,1.225,1.0,2.3428571428571425,2.354914285714286,2.096342857142857,3.55,3.022857142857143,1.0992,1.1607142857142858,1.5357142857142858,1.9285714285714288,1.8914285714285717,1.7200000000000002,1.9657142857142855,2.08,1.5199999999999998,1.0,1.9285714285714288,1.084042857142857,1.0020571428571428,1.5892857142857142,1.0664285714285715,3.0357142857142856,3.142857142857143,3.0934857142857144,1.7222857142857144,1.4196428571428572,2.7,2.4035714285714285,2.197857142857143,1.0206285714285714,1.0,3.117142857142857,1.0,1.16,1.042857142857143,1.0,2.142142857142857,2.2308,1.7734857142857143,1.2578571428571428,1.0,2.877142857142857,2.7207142857142856,2.4732142857142856,1.5614285714285714,1.0,1.15,1.3449999999999998,2.2308,1.9449142857142856,3.9,1.8914285714285717,1.51,1.0,3.6,1.6875,2.8,1.0206285714285714,3.117142857142857,3.1750857142857143,3.25
19-3093.00,Historians,2.7142857142857144,2.7142857142857144,1.1661,1.28,2.086428571428572,2.105,1.0611142857142857,1.862228571428572,1.8571428571428568,2.9522285714285714,2.524285714285714,4.27,1.9554285714285715,1.0809285714285717,1.0,1.0,1.0,2.8711,1.0,1.0020571428571428,1.6875,2.1635714285714283,1.0,1.2751571428571429,3.24,1.06,4.49,2.17,2.645714285714285,1.2794285714285714,1.0,2.604742857142857,1.9842857142857144,2.1635714285714283,2.46,2.315,1.0664285714285715,1.0942857142857143,1.5357142857142858,1.231428571428571,1.1785714285714286,1.4821428571428572,1.8914285714285717,2.1203142857142856,1.9772000000000003,1.0,1.197142857142857,1.0670285714285714,1.0,1.231428571428571,1.0206285714285714,3.0357142857142856,3.091428571428572,2.2921,1.873,1.215,2.48,2.06,1.8027,1.0549142857142857,1.0,3.6142857142857134,1.0,1.0132142857142856,1.0207428571428572,1.0,1.9555,1.5785714285714287,1.7485714285714289,1.5053714285714286,1.0,2.765714285714286,2.4732142857142856,2.2071428571428573,1.3392000000000002,1.0,1.08,1.1617428571428572,1.3571428571428572,1.3571428571428572,3.46,1.7036571428571428,1.3008,1.0,2.4525,1.231428571428571,3.31,1.0803571428571428,3.7714285714285714,3.265714285714286,2.91
